Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas globais,Desenvolvedora,Classificacao,Media de pontuacao,Agrupamento
Madden NFL 15,5,2014,1,7,2.05,18,1,2.75,76
Prince of Persia: Warrior Within,7,2004,9,5,1.64,52,2,45.75,85
Disney's Home on the Range,9,2004,9,32,0.17,250,1,32.5,136
Guilty Gear Dust Strikers,4,2006,10,35,0.05,496,3,32.9,120
Aquanaut's Holiday: Kakusareta Kiroku,6,2008,11,3,0.04,0,0,0.0,20
Ultimate Band,1,2008,6,32,0.23,444,4,32.25,129
Big League Sports: Summer,4,2009,1,4,0.11,1224,1,0.0,76
Fishing Resort,1,2011,1,25,0.39,718,1,38.0,44
Grisaia no Rakuen: Le Eden de la Grisaia,23,2014,11,436,0.02,0,0,0.0,101
Myth Makers: Orbs of Doom,1,2007,5,293,0.05,894,1,0.55,129
Atelier Escha & Logy: Alchemists of the Dusk Sky,23,2015,4,48,0.05,0,0,0.0,48
Aggressive Inline,20,2002,1,30,0.06,300,3,47.9,72
Super Formation Soccer 94,8,1994,1,190,0.37,0,0,0.0,2
Super Mario 64,4,2004,2,0,10.3,0,0,0.0,11
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,8,1993,2,14,0.31,0,0,0.0,2
Nintendo Presents: Crossword Collection,4,2009,5,0,0.21,0,0,0.0,27
Moshi Monsters: Moshlings Theme Park,11,2012,6,4,0.28,375,1,0.0,14
Army Men: Soldiers of Misfortune,4,2008,7,74,0.11,1206,1,17.5,160
Edna & Harvey: Harvey's New Eyes,15,2011,11,143,0.08,0,0,0.0,101
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,4,2007,8,14,0.1,0,0,0.0,160
Nicktoons: Movin',7,2004,9,28,0.32,74,1,0.0,85
Yu-Gi-Oh! GX: Tag Force 2,17,2007,12,14,0.41,0,0,0.0,101
Initial D: Street Stage,17,2006,3,8,0.1,0,0,0.0,48
Marvel: Ultimate Alliance,1,2006,4,4,0.4,67,3,40.15,129
Free Running,1,2009,1,356,0.04,248,3,0.0,44
Worms: Ultimate Mayhem,15,2011,12,53,0.04,449,4,36.9,101
Boxing,13,2000,10,162,0.07,0,0,0.0,136
J-League Pro Striker 2,21,1994,1,8,0.04,0,0,0.0,72
Metal Gear Solid VR Missions,13,1999,11,14,1.18,0,0,0.0,101
Record of Agarest War 2,6,2010,4,266,0.14,681,3,31.6,4
Power Rangers: S.P.D.,9,2004,9,28,0.44,495,4,0.0,136
Hasbro Family Game Night 2,1,2009,6,7,1.35,22,1,34.65,129
Ultimate NES Remix,11,2014,9,53,0.27,114,1,38.3,136
Petz Dogz Fashion,4,2008,8,5,0.84,12,1,0.0,160
Puyo Puyo Tetris,19,2014,5,8,0.02,0,0,0.0,14
Cabela's Dangerous Hunts 2009,1,2008,1,59,0.38,565,3,2.25,44
Disney's The Lion King: Simba's Mighty Adventure,13,2000,9,4,0.15,500,1,18.45,136
The Lost Chronicles of Zerzura,15,2012,11,233,0.05,1428,0,41.35,101
Blazing Angels 2: Secret Missions of WWII,5,2007,8,5,0.14,574,3,39.9,85
Gravity Falls: Legend of the Gnome Gemulets,11,2015,9,5,0.04,1481,1,25.9,136
Sins of a Solar Empire,15,2008,12,112,0.03,1517,3,47.6,101
Combat Elite: WWII Paratroopers,7,0,7,53,0.06,1401,3,27.0,40
X-Men: Destiny,5,2011,9,4,0.24,475,3,26.0,85
Teenage Mutant Ninja Turtles,7,2003,9,14,0.92,425,1,33.85,85
White Knight Chronicles: International Edition,6,2008,4,3,0.93,49,3,35.75,4
Enkaku Sousa: Sana e no 23 Hiai,17,2009,11,3,0.02,0,0,0.0,101
Monster Jam,5,2007,3,4,0.2,709,1,24.7,11
Winning Post 8 ,23,2014,3,48,0.04,0,0,0.0,48
Pirates of the Caribbean,14,2003,4,5,0.29,829,3,36.2,48
Mortal Kombat: Deadly Alliance,7,2002,10,39,2.49,162,2,43.9,85
Micro Machines V4,17,2006,3,34,0.02,1208,1,30.5,48
PlayStation All-Stars Battle Royale,23,2012,9,3,0.45,66,3,41.25,101
Norn9: Norn + Nonette,17,2013,11,323,0.04,0,0,0.0,101
Mass Effect 2,5,2010,4,7,3.1,116,2,52.45,4
Power Pro GB,3,1998,1,14,0.07,0,0,0.0,44
Fighting Vipers 2,22,2000,10,8,0.04,0,0,0.0,101
Resident Evil Director's Cut: Dual Shock Edition,13,1997,9,12,0.17,0,0,0.0,136
Deus Ex: Mankind Divided,10,2016,4,15,0.38,302,2,45.8,48
Alvin and the Chipmunks,7,2007,6,205,0.07,845,1,18.75,10
25 to Life,14,2006,7,21,0.17,691,2,24.1,14
Harry Potter and the Sorcerer's Stone,15,2001,9,7,0.06,1413,1,36.4,14
Stacked with Daniel Negreanu,17,2006,6,393,0.03,326,3,31.5,14
Victorious: Hollywood Arts Debut,4,2011,6,58,0.15,592,1,0.0,27
Disney's Chicken Little,9,2005,2,32,0.7,250,1,35.5,15
Rave Master,20,2002,10,14,0.05,69,3,33.15,101
Wipeout: In The Zone,5,2011,6,4,0.93,242,4,22.3,10
Kidou Senshi Gundam: Extreme VS,6,2011,10,25,0.54,0,0,0.0,85
Snow Portable,17,2007,11,436,0.02,0,0,0.0,101
Rugby League Live 3,5,2015,9,331,0.02,1013,1,3.5,85
Madagascar,9,2005,2,4,0.89,67,1,35.5,15
Okami,7,2006,9,12,0.63,551,3,51.15,85
Dynasty Warriors 8: Empires,18,2014,9,48,0.07,1023,3,32.4,101
The Talos Principle,10,2015,5,511,0.03,1076,4,48.2,5
Monster Guardians,9,2001,4,14,0.03,0,0,0.0,58
SSX,5,2012,1,7,0.7,35,1,44.2,76
Peak Performance,13,1997,3,40,0.03,0,0,0.0,48
Skylanders SWAP Force,19,2013,2,4,0.58,67,4,47.5,72
Call of Duty: Black Ops,1,2010,7,4,1.37,6,2,42.9,9
Kidou Senkan Nadesico,24,1997,12,8,0.15,0,0,0.0,101
Sugar + Spice! Anoko no Suteki na Nanimokamo,7,2008,11,79,0.01,0,0,0.0,25
Safari Adventures: Africa,4,2008,11,299,0.03,1395,1,0.0,20
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,1,2009,11,98,0.2,0,0,0.0,69
Battle Arena Toshinden URA,24,1995,10,8,0.03,0,0,0.0,101
MotoGP 14 ,23,2014,3,255,0.01,723,1,3.75,48
Midway Arcade Treasures 2,7,2004,6,39,0.68,179,2,37.0,10
Big Air,13,1999,1,73,0.19,0,0,0.0,72
Snood 2: On Vacation,4,2005,5,84,0.09,1261,1,23.0,27
Covert Ops: Nuclear Dawn,13,2000,9,3,0.24,0,0,0.0,136
CyberTiger,12,2000,1,7,0.06,0,0,0.0,72
Backyard Sports Football: Rookie Rush,1,2010,1,10,0.12,0,0,0.0,44
Rascal,13,1998,9,85,0.42,0,0,0.0,136
Aikatsu! 2-nin no My Princess,11,2013,9,25,0.26,0,0,0.0,136
Warriors: Legends of Troy,6,2011,9,48,0.19,999,2,25.5,85
Magic Encyclopedia: Moonlight,4,2010,6,276,0.01,0,0,0.0,27
Tom Clancy's HAWX 2,15,2010,9,5,0.05,12,3,34.9,14
Rampo,24,1995,11,8,0.03,0,0,0.0,101
Kousoku Card Battle: Card Hero,4,2007,12,0,0.11,0,0,0.0,20
Alien Monster Bowling League,1,2009,1,160,0.09,611,4,0.0,44
NASCAR 08,6,2007,3,7,0.23,57,1,31.0,4
Greg Hastings' Tournament Paintball Max'd,9,2006,7,4,0.03,1568,4,0.0,86
Mortal Kombat Trilogy,12,1996,10,13,0.96,0,0,0.0,136
Epic Mickey 2: The Power of Two,6,2012,9,32,0.47,434,1,31.65,85
Shrek SuperSlam,14,2005,9,4,0.09,249,4,40.15,136
Sword Art Online: Hollow Fragment,10,2015,4,25,0.12,0,0,0.0,48
Senjou no Waltz,23,2014,11,323,0.03,0,0,0.0,101
Max & the Magic Marker,4,2011,2,53,0.05,0,0,0.0,11
Final Fantasy XI: Rise of the Zilart,7,2003,4,15,0.13,0,0,0.0,4
7 Days to Die,18,2016,9,173,0.05,1119,2,20.1,101
IL-2 Sturmovik: 1946,15,2006,8,5,0.04,1433,3,47.4,14
Harukanaru Augusta 2: Masters,8,1993,1,338,0.12,0,0,0.0,2
CSI: Deadly Intent,1,2009,11,5,0.28,846,2,0.0,69
Harry Potter and the Prisoner of Azkaban,15,2004,9,7,0.04,1413,1,37.1,14
Midnight Mysteries: The Edgar Allan Poe Conspiracy,15,2009,11,98,0.03,802,3,0.0,101
Battlefield: Bad Company 2,5,2010,7,7,3.47,29,2,48.3,85
Hidden Mysteries: Vampire Secrets,4,2010,11,279,0.18,953,4,0.0,20
Pro Evolution Soccer 2014,11,2013,9,14,0.19,69,1,0.0,136
New Play Control! Donkey Kong Jungle Beat,1,2008,2,0,0.6,0,0,0.0,44
Forza Motorsport 3: Ultimate Edition,5,2010,3,1,0.04,0,0,0.0,11
Spectral Force Genesis,4,2008,4,125,0.09,1274,3,26.5,11
SoniPro,11,2014,11,489,0.01,0,0,0.0,136
Star Fox,8,1993,7,0,2.99,0,0,0.0,66
Makai Kingdom: Chronicles of the Sacred Tome,7,2005,4,48,0.12,579,3,42.15,4
Tom Clancy's Splinter Cell: Pandora Tomorrow,14,2004,9,5,1.48,149,3,50.8,136
Radiata Stories,7,2005,4,15,0.65,236,3,41.5,4
Monster Jam: Path of Destruction,17,2010,3,4,0.09,329,1,0.0,48
NHL 16,10,2015,1,7,0.63,553,4,41.75,15
Kekkon Zenya,24,1995,11,269,0.05,0,0,0.0,101
Army Men: Air Combat - The Elite Missions,20,2003,7,76,0.01,0,0,0.0,14
Super Collapse! II,9,2004,5,35,0.03,0,0,0.0,38
XCOM: Enemy Unknown,15,2012,12,2,0.71,246,2,48.6,101
MAG: Massive Action Game,6,2010,7,3,1.31,0,0,0.0,40
Shin Hayarigami,23,2014,11,131,0.05,0,0,0.0,101
XXX,9,2002,9,4,0.11,80,1,27.5,136
WRC 2: FIA World Rally Championship,15,2011,3,5,0.02,0,0,0.0,48
Titanfall 2,15,2016,7,7,0.08,127,2,46.5,14
NHL FaceOff 2001,13,2000,1,3,0.23,911,1,39.0,72
Codename: Panzers Phase Two,15,2005,12,363,0.01,1167,3,44.05,101
Stadium Games,9,2003,1,153,0.04,0,0,0.0,15
 Tales of Xillia 2,6,2012,4,25,0.84,247,3,39.45,4
Crash Bandicoot: The Wrath of Cortex,7,2001,2,20,5.42,50,1,36.55,70
Himawari: Pebble in the Sky Portable,17,2010,11,154,0.01,0,0,0.0,101
Salt Lake 2002,7,2002,1,21,0.14,852,1,26.25,70
The Walking Dead: Season Two,18,2014,11,173,0.14,0,0,0.0,101
Magician's Quest: Mysterious Times,4,2008,4,14,0.53,69,4,38.3,11
Jikkyou Powerful Pro Yakyuu 15,1,2008,1,14,0.08,0,0,0.0,44
Sniper: Ghost Warrior,6,2011,7,86,0.79,347,2,29.5,40
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,17,2011,11,323,0.04,0,0,0.0,101
Geometry Wars: Galaxies,4,2007,7,23,0.14,675,1,43.45,160
Velvet Assassin,5,2009,7,233,0.18,1024,2,31.55,85
Rugby Challenge 3,18,2016,1,395,0.01,1485,1,3.3,72
Hyperdimension Neptunia Victory,23,2014,4,266,0.07,0,0,0.0,48
NTRA Breeders' Cup World Thoroughbred Championships,7,2005,8,6,0.13,0,0,0.0,40
Gungnir: Mayari no Gunshin to Eiyuu Sensou,17,2011,4,91,0.13,0,0,0.0,48
Icewind Dale II,15,2002,4,117,0.01,521,3,45.65,48
Tiger Woods PGA Tour 2003,7,2002,1,7,1.64,18,1,48.45,70
Dead Space 2,15,2011,7,7,0.32,189,2,47.65,14
Dragon Ball Z: The Legacy of Goku I & II,9,2005,4,10,0.08,0,0,0.0,58
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,13,2000,1,14,0.29,0,0,0.0,72
Jumper: Griffin's Story,7,2008,9,21,0.07,587,3,2.1,85
Tony Hawk's Underground 2,20,2004,1,4,0.5,60,3,45.45,72
Warhammer: Battle March,5,2008,12,41,0.11,1193,2,30.85,20
Attack on Titan (KOEI),18,2016,9,48,0.06,0,0,0.0,101
Squeeballs Party,1,2009,5,281,0.18,1014,4,29.5,129
Captain Rainbow,1,2008,11,0,0.01,0,0,0.0,69
SingStar Take That,7,2009,6,3,0.45,0,0,0.0,10
Sesame Street: Elmo's A-to-Zoo Adventure,4,2010,6,19,0.28,0,0,0.0,27
I Heart Geeks,4,2011,5,363,0.03,0,0,0.0,27
Rugby Challenge 3,6,2016,1,395,0.03,1485,0,0.0,3
"Sakura Wars: So Long, My Love",1,2010,4,208,0.1,1225,3,41.15,129
Fighting Fantasy: The Warlock of Firetop Mountain,4,2009,4,265,0.09,459,3,26.55,11
Quake III: Revolution,7,2001,7,7,0.21,169,2,45.6,40
The Elder Scrolls IV: Oblivion,5,2006,4,2,4.38,70,2,51.35,4
Running Wild,13,1997,3,43,0.09,0,0,0.0,48
Quantum Theory,6,2010,7,48,0.19,378,2,24.15,40
JASF: Jane's Advanced Strike Fighters,6,2011,8,41,0.11,1200,3,22.05,85
Automobili Lamborghini,12,1997,3,103,0.47,0,0,0.0,48
Ghost Trick: Phantom Detective,4,2010,11,12,0.38,48,3,46.0,20
LittleBigPlanet,6,2008,2,3,5.82,47,1,50.9,3
Turbo: Super Stunt Squad,1,2013,1,58,0.02,709,1,0.0,44
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,4,2010,4,25,0.07,0,0,0.0,11
Twisted Edge Extreme Snowboarding,12,1998,1,188,0.2,0,0,0.0,72
The Black Eyed Peas Experience,1,2011,6,5,0.61,104,3,0.0,129
Guitar Hero: World Tour,1,2008,6,4,3.62,67,3,46.8,129
Lost Heroes 2,11,2015,9,25,0.07,0,0,0.0,136
NASCAR Unleashed,5,2011,3,4,0.12,717,1,0.0,11
Dragon Ball Z: Burst Limit,5,2008,10,10,0.49,450,3,39.8,20
Blood Bowl,15,2009,1,82,0.04,1047,3,39.25,72
Ecco the Dolphin,21,1992,11,8,0.12,0,0,0.0,101
Mobile Suit Gundam Battlefield Record U.C.0081,6,2009,9,25,0.24,0,0,0.0,85
NBA 2K8,6,2007,1,2,0.55,83,1,43.9,3
The King of Fighters XIII,6,2011,10,70,0.3,775,3,42.6,85
Puzzle Kingdoms,4,2009,5,84,0.13,832,4,35.15,27
Super Monkey Ball,20,2001,5,10,1.46,269,1,47.45,14
Whac-A-Mole,9,2005,5,84,0.01,148,1,0.0,38
Football Academy,4,2009,1,7,0.01,0,0,0.0,76
Stacked with Daniel Negreanu,14,2006,6,393,0.03,1342,3,30.5,14
Pro Cycling Manager 2016,10,2016,1,82,0.08,0,0,0.0,15
Cookie & Cream,4,2007,2,11,0.02,0,0,0.0,11
How to Train Your Dragon 2,1,2014,11,241,0.18,709,4,0.0,69
Monster Jam,7,2007,3,4,0.24,709,1,2.95,4
City Builder,1,2010,6,469,0.04,587,1,0.0,129
WWE SmackDown vs. Raw 2011,1,2010,10,28,0.46,156,3,36.0,120
Beyond Good & Evil,14,2003,11,5,0.1,0,0,0.0,101
Knockout Kings 2002,14,2002,1,7,0.27,22,3,42.95,72
Shinkyoku Soukai Polyphonica,7,2007,11,436,0.02,0,0,0.0,25
X-Men Legends II: Rise of Apocalypse,17,2005,4,4,0.29,67,3,46.1,48
Avatar: The Last Airbender - The Burning Earth,4,2007,9,28,0.34,0,0,0.0,160
Jig-A-Pix: Pets,4,2009,5,201,0.04,1457,1,0.0,27
MotoGP 14 ,5,2014,3,255,0.08,723,1,0.0,11
Madden NFL 2002,14,0,1,53,0.58,18,1,49.05,72
Swords,1,0,10,53,0.03,1003,3,0.0,120
Madden NFL 09,14,2008,1,7,0.18,57,1,2.75,72
The Sims 2,15,2004,8,7,0.29,89,3,49.4,14
Zoobles! Spring to Life!,4,2011,6,4,0.13,0,0,0.0,27
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,7,2002,6,100,0.28,0,0,0.0,10
187: Ride or Die,7,2005,3,5,0.15,12,2,29.4,4
Family Game Night 4: The Game Show,6,2011,6,7,0.11,22,1,0.0,10
Kakuto Chojin,14,2002,10,1,0.05,401,3,26.6,101
Killzone,7,2004,7,3,0.94,120,2,38.7,40
Pro Yakyuu Famista DS 2010,4,2010,1,25,0.08,0,0,0.0,76
The Legend of Zelda: Majora's Mask 3D,11,2015,9,0,2.34,174,4,49.0,136
F1 2009,17,2009,3,34,0.52,129,1,37.6,48
Road Trip: The Arcade Edition,20,2002,3,84,0.02,497,1,0.0,48
TMNT: Mutant Melee,14,2005,10,14,0.02,170,3,23.9,101
Frogger,16,1981,9,45,2.2,0,0,0.0,101
SpongeBob's Truth or Square (US sales),17,2009,9,28,0.39,0,0,0.0,101
Sing Party,19,2012,6,0,0.27,368,4,32.7,14
Need for Speed: Hot Pursuit,1,2010,3,7,0.46,293,4,26.85,44
Viking: Battle for Asgard,5,2008,9,8,0.44,218,2,38.0,85
NBA in the Zone 2000,12,2000,1,14,0.04,0,0,0.0,72
Shattered Union,14,2005,12,2,0.04,1491,3,36.45,101
Code Name: S.T.E.A.M.,11,2015,12,0,0.21,55,3,38.35,35
Sleepover Party,1,2009,6,5,0.04,0,0,0.0,129
NHL 06,20,2005,1,7,0.08,35,4,43.65,72
Exhibition Volume 03,14,2003,6,1,0.1,0,0,0.0,14
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,4,2008,4,8,0.05,0,0,0.0,11
Countdown Vampires,13,1999,11,25,0.04,349,2,20.5,101
Mario Tennis: Power Tour,9,2005,1,0,0.52,226,1,44.5,15
Band Hero,1,2009,6,4,0.97,67,4,42.8,129
Tamagotchi Connection: Corner Shop 2,4,2006,8,25,0.97,209,1,33.0,160
Psychic Force,13,1996,10,30,0.16,0,0,0.0,136
Retro Game Challenge,4,2007,9,25,0.11,114,1,42.15,160
Disney Tangled,1,2010,9,32,0.67,0,0,0.0,56
San Goku Shi DS 3,4,2010,12,48,0.04,0,0,0.0,20
LEGO Harry Potter Collection,10,2016,9,19,0.15,1086,4,40.55,136
TOCA Race Driver 2: Ultimate Racing Simulator,14,2004,3,34,0.13,0,0,0.0,48
Skylanders: Spyro's Adventure,15,2011,9,4,0.1,140,4,1.75,14
Formula 1,13,1996,3,85,0.76,0,0,0.0,48
