Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas globais,Desenvolvedora,Classificacao,Media de pontuacao,Agrupamento
Left 4 Dead 2,14,2009,6,50,0.36,77,1,48.75,63
Grand Theft Auto: Vice City,6,2002,8,2,16.15,3,1,51.85,381
Harry Potter: Quidditch World Cup,19,2003,0,7,0.4,22,0,38.25,92
Viewtiful Joe,6,2004,8,12,0.28,551,2,49.25,381
DiRT Showdown,5,2012,2,34,0.18,294,3,40.65,62
Kinect Adventures!,4,2010,5,1,21.81,2,0,33.65,20
Dragon's Dogma,4,2012,3,12,0.79,48,1,41.4,62
Call of Juarez,14,2006,6,5,0.01,171,1,39.9,63
Battlefield: Bad Company 2,5,2010,6,7,2.95,29,1,48.25,125
Gungrave,6,2002,6,4,0.19,991,1,36.8,8
FIFA Street,13,2005,0,7,0.1,35,0,34.0,1719
FIFA Street 2,3,2006,0,7,0.04,293,0,25.25,138
Doom,8,2001,6,4,0.14,481,2,44.75,24
LifeSigns: Surgical Unit,3,2005,7,271,0.01,256,2,34.4,88
MotoGP 10/11,5,2011,2,12,0.17,925,0,37.05,62
Food Network: Cook or Be Cooked,0,2009,5,25,0.44,445,0,29.9,19
Mass Effect,4,2007,3,1,2.91,116,1,49.85,62
Darkest of Days,4,2009,6,373,0.1,1253,1,24.4,20
The World Ends With You,3,2007,3,15,0.78,215,2,48.45,149
James Noir's Hollywood Crimes,10,2011,10,5,0.15,12,2,33.3,762
Harvest Moon: Magical Melody,0,2008,7,70,0.29,457,0,38.9,4
Blood Drive,4,2010,2,4,0.11,803,1,23.25,62
Summon Night: Swordcraft Story,8,2003,3,56,0.02,1115,3,42.55,17
Jurassic Park: Operation Genesis,13,2003,7,14,0.07,410,2,38.9,63
Max Payne 3,5,2012,6,2,1.85,216,1,47.4,125
Star Trek: Tactical Assault,16,2006,11,5,0.03,1403,0,35.95,762
The Legend of Spyro: Dawn of the Dragon,3,2008,1,23,0.46,585,0,31.9,138
Madden NFL 13,5,2012,0,7,0.01,57,0,44.25,33
Just Dance 4,4,2012,5,5,1.18,12,3,42.35,20
World Poker Tour,13,2005,5,2,0.06,564,2,35.4,983
WordJong,3,2007,4,300,0.15,1026,0,42.35,111
MotoGP 14 ,9,2014,2,255,0.18,723,0,39.7,248
Unreal Tournament III,5,2007,6,39,0.67,37,1,46.85,125
Naruto Shippuden: Kizuna Drive,16,2010,8,25,0.13,1149,2,31.0,583
Tony Hawk's Underground,8,2003,0,4,0.6,67,0,46.85,10
UFC: Tapout 2,13,2003,9,12,0.1,401,2,36.65,583
The Mummy: Tomb of the Dragon Emperor,6,2008,8,23,0.25,103,2,22.4,381
Medal of Honor,14,2010,6,7,0.49,154,1,39.2,63
Cursed Mountain,0,2009,10,41,0.21,952,1,37.3,3
Rayman Origins,10,2012,1,5,0.15,399,3,38.65,1719
Harry Potter and the Sorcerer's Stone,13,2003,8,7,0.07,634,0,32.5,583
Jimmie Johnson's Anything With an Engine,5,2011,2,14,0.08,1268,3,36.9,62
World of Warcraft: The Burning Crusade,14,2007,3,4,4.09,41,2,49.45,92
Suikoden Tierkreis,3,2008,3,14,0.26,69,3,41.7,149
2014 FIFA World Cup Brazil,4,2014,0,7,0.42,35,0,39.2,433
Teenage Mutant Ninja Turtles,8,2003,8,53,0.93,69,0,39.9,12
Battleborn,14,2016,6,2,0.08,100,2,37.95,63
Spy Hunter: Nowhere To Run,6,2006,2,39,0.02,231,2,28.5,642
Toy Story Racer,12,2001,2,4,0.15,50,0,42.35,92
Call of Duty: Infinite Warfare,17,2016,6,4,2.42,7,1,40.55,63
Quake 4,4,2005,6,4,0.37,161,1,40.85,20
Mega Man Battle Chip Challenge,8,2003,5,12,0.11,48,0,31.15,28
Harry Potter and the Half-Blood Prince,3,2009,8,7,0.61,285,0,26.15,88
Just Cause,14,2006,8,21,0.02,214,1,41.15,583
Dragon Ball Z: Supersonic Warriors,8,2004,9,10,0.51,496,2,40.0,16
Broken Sword 5: The Serpent's Curse,9,2015,10,408,0.07,907,2,39.6,1211
SSX Tricky,13,2001,0,7,0.43,255,0,48.25,1719
Darksiders: Warmastered Edition,9,2016,8,128,0.02,1088,1,43.75,873
Grandia,12,1999,3,5,0.25,9,0,47.8,92
FIFA 14,5,2013,0,7,6.47,35,0,45.15,33
FIFA Soccer 2004,19,2003,0,7,0.07,35,0,44.6,92
Backyard Baseball,19,2003,0,52,0.13,644,0,39.7,92
Dark Sector,5,2008,6,58,0.47,493,1,39.8,125
Saints Row: The Third,5,2011,8,28,2.47,119,1,44.85,381
F1 2011,10,2011,2,34,0.16,294,0,32.9,233
Syphon Filter: Dark Mirror,6,2007,6,3,0.28,436,2,38.9,8
LEGO Dimensions,18,2015,8,19,0.53,50,3,34.25,583
Ape Escape Academy,16,2004,5,3,0.33,708,3,28.4,983
Pro Evolution Soccer 2015,17,2014,0,14,0.14,69,0,43.15,92
Madden NFL 09,5,2008,0,7,1.88,57,0,44.7,33
Scribblenauts Unmasked: A DC Comics Adventure,18,2013,4,19,0.1,184,3,38.65,104
Armored Core V,5,2012,7,25,0.39,163,2,36.15,125
Star Ocean: Second Evolution,16,2008,3,15,0.34,91,2,41.05,92
Zone of the Enders,6,2001,6,14,0.75,44,1,42.7,8
Galactic Wrestling: Featuring Ultimate Muscle,6,2004,9,25,0.22,203,2,34.5,441
FIFA Soccer 11,14,2010,0,7,0.18,18,0,45.35,1719
BlazBlue: Calamity Trigger Portable,16,2010,9,148,0.11,496,2,44.9,583
TimeShift,5,2007,6,23,0.16,703,1,38.15,125
Assassin's Creed: Revelations,5,2011,8,5,4.22,52,1,43.75,381
Jade Cocoon 2,6,2001,3,5,0.1,272,2,41.9,642
Winter Stars,4,2011,0,41,0.09,335,0,26.25,433
Driver: San Francisco,14,2011,2,5,0.18,416,2,43.5,92
Killer7,6,2005,8,12,0.09,537,1,39.05,381
Catherine,4,2011,10,41,0.31,355,1,44.95,729
Wall-E,5,2008,1,28,0.4,172,0,28.0,33
Baja: Edge of Control,5,2008,2,28,0.21,954,0,33.0,62
NBA Jam,0,2010,0,7,0.4,35,0,43.75,29
Samurai Warriors 4: Empires,9,2015,8,48,0.1,188,2,38.75,873
Borderlands 2,5,2012,6,2,2.23,100,1,49.6,125
PlayStation All-Stars Battle Royale,5,2012,8,3,0.95,415,2,40.65,381
Ben 10 Ultimate Alien: Cosmic Destruction,4,2010,1,58,0.18,211,3,28.15,433
Call of Duty: Advanced Warfare,14,2014,6,4,0.41,26,1,41.25,63
Nobunaga's Ambition: Iron Triangle,6,2006,11,48,0.09,393,3,42.0,705
Virtua Tennis 3,16,2007,0,8,0.05,129,0,43.35,92
The Legend of Heroes: Trails of Cold Steel,22,2013,3,131,0.23,899,2,42.25,92
Need for Speed: Most Wanted,19,2005,2,7,0.56,35,2,44.55,92
World's Scariest Police Chases,12,2001,2,4,0.36,424,2,30.15,92
Phineas and Ferb: Across the 2nd Dimension,0,2011,8,32,0.57,560,3,42.15,145
Ferrari F355 Challenge,6,2002,2,3,0.05,219,0,37.2,642
Final Fantasy Fables: Chocobo Tales,3,2006,10,5,0.24,199,0,41.2,729
NHL 2003,6,2002,0,7,0.93,18,0,42.9,103
Need for Speed: Hot Pursuit,14,2010,2,7,0.37,139,3,46.35,92
Sorcery Saga: The Curse of the Great Curry God,22,2013,3,70,0.03,1100,2,36.15,92
Naruto: Clash of Ninja Revolution 2,0,2008,9,99,0.38,612,2,40.2,3
Fate/Extra,16,2010,3,214,0.31,797,2,33.05,92
NHL 2005,19,2004,0,7,0.07,18,0,40.3,92
Super Paper Mario,0,2007,1,0,3.71,55,0,46.45,29
Summon Night 5,16,2013,3,25,0.15,1091,2,41.15,92
Spider-Man 2,19,2004,8,4,0.84,6,2,44.4,583
The Legend of Heroes: Trails of Cold Steel,5,2013,3,131,0.2,899,2,46.85,62
Okage: Shadow King,6,2001,3,3,0.36,745,2,39.25,642
Naruto Shippuden: Clash of Ninja Revolution 3,0,2009,9,0,0.51,379,2,41.05,3
Surf's Up,3,2007,0,5,0.28,104,0,31.5,138
Second Sight,13,2004,10,34,0.07,400,2,41.5,762
Dissidia 012: Duodecim Final Fantasy,16,2011,9,15,0.88,46,2,43.15,583
NBA 07,16,2006,0,3,0.2,313,0,37.5,92
Leisure Suit Larry: Box Office Bust,4,2009,10,34,0.16,449,1,13.75,729
Pro Evolution Soccer 2012,16,2011,8,14,0.57,69,0,40.15,583
LEGO Jurassic World,17,2015,8,19,0.65,182,3,38.35,583
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,3,2005,8,14,0.06,69,0,32.5,88
Project X Zone,10,2012,3,25,0.39,720,2,38.65,233
Pro Evolution Soccer 2010,0,2009,0,14,0.51,69,0,45.2,29
Madagascar,6,2005,1,4,1.31,140,3,38.2,103
The Godfather II,5,2009,8,7,0.74,97,1,37.1,381
Time Crisis 3,6,2003,6,25,0.61,32,2,44.55,8
Smuggler's Run,8,2002,2,167,0.01,758,0,22.65,17
Skylanders SWAP Force,18,2013,1,4,0.58,67,3,47.5,92
Earth Defense Force 4.1: The Shadow of New Despair,9,2015,6,150,0.06,752,1,35.95,68
Dead Rising 2,9,2016,8,12,0.03,273,1,44.3,873
Brothers In Arms: Earned in Blood,13,2005,6,5,0.31,100,1,46.8,63
Assassin's Creed: Brotherhood,4,2010,8,5,3.49,52,1,48.65,88
Green Lantern: Rise of the Manhunters,5,2011,8,19,0.17,105,2,33.85,381
The Last Airbender,0,2010,8,28,0.21,166,2,29.8,145
Dragon Ball: Raging Blast 2,5,2010,9,25,0.81,256,2,33.75,441
Madden NFL 06,16,2005,0,7,0.75,57,0,41.45,92
Call of Duty: Ghosts,9,2013,6,4,3.83,7,1,40.85,68
Ty the Tasmanian Tiger,19,2002,1,7,0.27,213,0,38.85,92
Tour de France 2014,9,2014,0,82,0.03,1047,0,29.05,463
Battlefield 3,4,2011,6,7,7.32,29,1,45.7,20
Dragon Ball Z: Collectible Card Game,8,2002,5,52,0.46,428,0,33.75,28
Spawn: Armageddon,6,2003,8,7,0.44,624,1,31.7,381
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,6,2008,3,91,0.13,463,1,43.85,642
Dave Mirra Freestyle BMX: Maximum Remix,12,2001,0,30,0.27,300,0,37.55,1719
Resident Evil 2,19,2003,8,12,0.06,48,1,33.75,583
Virtua Fighter 5 Online,4,2007,9,8,0.28,219,2,48.3,1280
Myst,16,2006,10,39,0.01,1242,0,36.9,762
Shin Megami Tensei IV,10,2013,3,91,0.58,355,1,45.65,233
Doom 3,14,2004,6,4,0.1,259,1,47.3,63
Tiger Woods PGA Tour 2005,13,2004,0,7,0.85,18,0,48.45,1719
NFL 2K1,21,2000,0,8,1.09,83,0,51.5,92
Harry Potter and the Half-Blood Prince,0,2009,8,7,0.75,285,3,33.0,145
Prince of Persia: The Forgotten Sands,4,2010,8,5,0.62,52,2,40.9,88
Midtown Madness 3,13,2003,2,1,0.3,476,0,42.15,92
Spider-Man 3,16,2007,1,4,0.3,6,2,29.7,92
Castlevania: Lords of Shadow 2,14,2014,8,14,0.04,357,1,32.85,583
WWE SmackDown vs. Raw 2009,3,2008,9,28,0.18,91,2,32.9,132
WRC: FIA World Rally Championship,16,2005,2,3,0.03,50,0,37.4,92
The Sims 2: Pets,0,2007,7,7,0.47,89,2,36.15,4
Sly Cooper: Thieves in Time,22,2013,1,16,0.25,525,3,41.6,92
Dungeon Maker: Hunting Ground,16,2006,3,394,0.03,1239,3,38.2,92
The Adventures of Tintin: The Game,5,2011,8,5,0.26,195,3,32.35,381
Killzone: Shadow Fall,9,2013,6,3,2.69,120,1,39.9,68
Senran Kagura 2: Deep Crimson ,10,2014,8,104,0.22,327,1,32.4,494
SoulCalibur II,6,2003,9,25,2.06,32,2,50.4,441
FIFA Soccer 10,0,2009,0,7,0.98,18,0,40.6,29
Lego Batman 3: Beyond Gotham,9,2014,8,19,0.93,182,3,40.05,873
Birds of Steel,4,2012,7,14,0.15,522,2,42.95,20
Pro Evolution Soccer 2008,5,2007,0,14,1.59,69,0,40.05,33
Oddworld: Munch's Oddysee,13,2001,1,10,0.73,336,2,44.35,92
Dance Central,4,2010,5,31,3.17,58,2,44.8,20
Shovel Knight,10,2015,1,311,0.14,1116,0,49.1,1719
Dead Rising 3,17,2013,8,1,1.57,261,1,42.4,583
Rise of the Kasai,6,2005,8,3,0.19,992,1,38.0,381
Earthworm Jim,8,2001,1,117,0.29,834,0,38.85,10
Daxter,16,2006,1,3,4.21,75,3,46.85,92
NCAA Football 11,4,2010,0,7,0.92,57,0,46.55,433
Michael Jackson: The Experience,0,2010,5,5,4.36,71,3,32.15,19
Grand Ages: Medieval,9,2015,11,206,0.07,971,2,35.55,590
Don Bradman Cricket 14,5,2014,0,331,0.01,1013,0,39.95,33
Peter Jackson's King Kong: The Official Game of the Movie,3,2005,8,5,0.13,544,2,15.6,88
Final Fantasy II Anniversary Edition,16,2007,3,15,0.5,91,2,35.05,92
Tom Clancy's Rainbow Six: Lockdown,19,2005,6,5,0.05,702,1,39.9,63
Saints Row,4,2006,8,28,2.18,119,1,44.25,88
NHL 13,5,2012,0,7,0.64,22,3,45.4,33
Smash Court Tennis Pro Tournament 2,6,2004,0,3,0.13,32,0,41.55,103
Aquaman: Battle for Atlantis,19,2003,8,71,0.01,1681,2,15.05,583
Front Mission Evolved,5,2010,6,15,0.29,105,2,32.0,125
The House of The Dead III,13,2002,6,8,0.39,719,1,39.65,63
LEGO Batman 2: DC Super Heroes,5,2012,8,19,1.19,50,3,44.25,381
Transformers: Devastation,9,2015,8,4,0.23,289,2,42.25,873
Mario Hoops 3 on 3,3,2006,0,0,1.6,46,0,38.5,138
APB Reloaded,14,2011,3,471,0.04,1505,1,30.85,92
Dragon Quest VI: Realms of Revelation,3,2010,3,0,1.73,234,2,43.05,149
TV Superstars,5,2010,5,3,0.25,813,0,30.45,484
The Saboteur,5,2009,8,7,0.48,93,1,40.05,381
Time Crisis II,6,2001,6,25,0.53,32,2,44.45,8
ParaWorld,14,2006,11,41,0.02,1588,2,39.65,762
NanoBreaker,6,2005,8,14,0.06,85,1,28.85,381
King's Field: The Ancient City,6,2001,3,139,0.1,163,2,34.25,642
Call of Duty 4: Modern Warfare,3,2007,6,4,1.05,374,2,40.95,99
DJ Hero,6,2009,5,4,0.32,368,2,46.7,42
Digimon World DS,3,2006,3,25,0.1,895,3,39.3,149
Spider-Man: The Movie,6,2002,8,4,4.48,6,0,41.95,381
Shrek: Forever After,5,2010,1,4,0.19,432,3,30.75,33
Cars,19,2006,2,28,0.93,167,0,39.0,92
Dead Head Fred,16,2007,8,58,0.04,558,1,41.15,583
Need for Speed: Hot Pursuit 2,6,2002,2,7,2.11,168,0,48.75,642
FIFA Soccer 09,14,2008,0,7,0.02,35,0,41.9,1719
Tamagotchi Connection: Corner Shop,3,2005,7,10,1.26,209,0,33.35,88
Monster House,8,2006,10,28,0.09,250,0,39.0,70
Killzone 2,5,2009,6,3,3.01,120,1,49.55,125
MLB 2004,6,2003,0,3,0.66,398,0,34.45,103
Just Dance 2015,18,2014,5,5,0.73,12,3,40.8,983
Crash Tag Team Racing,19,2005,2,23,0.16,311,3,36.65,92
Star Wars: Battlefront II,6,2005,6,18,3.59,93,2,46.5,8
SAW,4,2009,8,14,0.28,742,1,33.2,88
Disgaea 4: A Promise Unforgotten,5,2011,3,131,0.57,579,2,43.9,62
Samurai Warriors: Katana,0,2007,8,48,0.15,508,2,29.9,145
The Sims: House Party,14,2001,7,7,2.16,89,2,40.95,63
Tomb Raider: Underworld,4,2008,8,21,1.07,298,2,41.3,88
Hatsune Miku: Project Diva F 2nd,22,2014,5,8,0.32,180,2,44.7,983
Sky Odyssey,6,2000,7,3,0.32,160,0,43.7,8
NBA 2K16,9,2015,0,2,3.88,83,3,46.85,463
Lifeline,6,2003,10,3,0.07,651,1,34.35,292
Smash Court Tennis Pro Tournament,6,2002,0,3,0.17,32,0,40.2,103
Harry Potter and the Chamber of Secrets,19,2002,8,7,0.69,103,0,42.65,583
Payday 2,4,2013,6,11,0.57,576,1,40.65,20
Metal Gear Solid V: The Phantom Pain,14,2015,8,14,0.08,45,1,49.35,583
Shin Megami Tensei: Strange Journey,3,2009,3,91,0.28,355,1,44.35,149
Eat Lead: The Return of Matt Hazard,5,2009,6,58,0.13,558,2,28.75,125
Donkey Kong Country 2,8,2004,1,0,1.23,43,0,44.55,10
FIFA Soccer 2002,19,2001,0,7,0.18,18,0,44.5,92
Tom Clancy's Rainbow Six: Vegas,16,2007,6,5,0.74,52,2,33.55,63
Madden NFL 13,4,2012,0,7,2.86,57,0,43.4,433
SSX,5,2012,0,7,0.91,35,0,43.9,33
The Darkness II,5,2012,6,2,0.32,493,1,43.3,125
SOCOM II: U.S. Navy SEALs,6,2003,6,3,2.94,92,1,48.0,8
The King of Fighters Collection: The Orochi Saga,6,2006,9,153,0.2,231,2,37.75,441
Ghosthunter,6,2003,8,3,0.09,813,2,38.85,381
Emergency 2012,14,2010,7,41,0.07,616,2,33.6,63
Prince of Persia: The Forgotten Sands,14,2010,8,5,0.03,52,2,40.8,583
Street Fighter Alpha 3,8,2002,9,12,0.15,853,2,45.4,16
Tom Clancy's Rainbow Six: Lockdown,6,2005,6,5,0.35,702,1,38.45,8
Rage,4,2011,6,6,1.6,259,1,43.85,20
Final Fantasy IV: The Complete Collection,16,2011,3,15,0.56,594,3,42.25,92
GT Pro Series,0,2006,2,5,0.52,358,0,22.5,531
Thunderstrike: Operation Phoenix,6,2001,7,21,0.34,56,2,36.55,8
Endless Ocean: Blue World,0,2009,7,0,0.86,371,3,42.25,4
NFL Blitz 20-02,6,2002,0,39,0.28,162,0,42.45,103
Lara Croft and the Temple of Osiris,14,2014,8,15,0.02,330,2,39.2,583
Guitar Hero: On Tour,3,2008,5,4,3.46,67,3,39.9,64
WWE Raw 2,13,2003,9,28,0.56,588,2,37.65,583
Wings of War,13,2004,7,2,0.06,1372,2,33.5,63
FIFA Soccer 09 All-Play,0,2008,0,7,0.89,35,0,44.2,29
Digimon Rumble Arena 2,6,2004,9,10,0.09,1260,2,35.15,441
Worms Forts: Under Siege,6,2004,11,30,0.11,449,2,35.5,705
Diablo III,5,2013,3,4,1.91,41,1,46.2,62
Just Dance 2,0,2010,5,5,9.44,12,3,40.65,19
Lord of Magna: Maiden Heaven,10,2014,3,104,0.06,1012,2,37.9,233
Glory of Heracles,3,2008,3,0,0.29,556,3,38.15,149
Kung-Fu: High Impact,4,2011,8,195,0.13,1137,2,31.9,88
AMF Xtreme Bowling,6,2006,0,92,0.02,1586,0,17.1,103
Mini Ninjas,5,2009,8,21,0.34,126,3,40.85,381
Ivy the Kiwi?,0,2010,4,70,0.06,718,0,40.6,54
The Testament of Sherlock Holmes,5,2012,10,82,0.24,905,1,36.2,441
Black * Rock Shooter: The Game,16,2011,3,53,0.15,797,2,36.6,92
Dead Space,14,2008,8,7,0.59,97,1,47.0,583
Harry Potter and the Deathly Hallows - Part 2,5,2011,8,7,0.32,285,2,24.35,381
Resistance 2,5,2008,6,3,2.46,73,1,46.55,125
Overwatch,14,2016,6,4,0.53,41,2,48.9,63
Dead Space 2,4,2011,6,7,1.51,189,1,49.3,20
Pokémon Colosseum,19,2003,3,0,2.54,157,0,40.5,92
Charlie and the Chocolate Factory,8,2005,10,63,0.3,761,0,19.9,70
ATV Offroad Fury,6,2001,2,3,2.41,167,0,45.2,642
Mega Man X7,6,2003,8,12,0.58,572,0,31.55,381
Tom Clancy's Rainbow Six: Vegas 2,4,2008,6,5,2.42,52,1,44.9,20
Metal Dungeon,13,2002,3,349,0.03,1562,2,25.6,92
Spy vs Spy,13,2005,8,63,0.11,558,2,30.5,583
Alien: Isolation,9,2014,6,8,1.13,218,1,43.55,68
Six Flags Fun Park,3,2008,5,205,0.18,759,0,20.5,64
Star Fox: Zero,18,2016,6,0,0.36,289,3,38.2,63
The Warriors,6,2005,8,2,0.53,106,1,46.25,381
XIII,6,2003,6,5,0.57,31,1,40.8,8
Mario Power Tennis,19,2004,0,0,1.22,226,0,44.25,92
Rayman Raving Rabbids 2,0,2007,5,5,1.83,195,3,37.65,19
James Bond 007: Agent Under Fire,13,2002,6,7,0.9,22,2,39.25,63
Fallout 3,5,2008,3,6,3.94,17,1,49.0,62
MLB Front Office Manager,5,2009,0,2,0.08,273,0,27.75,33
The Last Story,0,2011,3,0,0.65,430,2,44.2,531
Ghostbusters: The Video Game,5,2009,8,3,0.84,231,2,42.95,381
FIFA 16,9,2015,0,7,8.57,18,0,43.15,463
Metal Gear Solid: Portable Ops,16,2006,8,14,1.18,45,1,47.6,583
Secret Weapons Over Normandy,13,2003,7,18,0.25,649,2,42.9,63
EA Sports Active 2,5,2010,0,7,0.91,35,0,41.7,33
Street Fighter EX3,6,2000,9,17,0.85,371,2,35.95,441
Sins of a Solar Empire,14,2008,11,112,0.03,1517,2,47.6,762
OutRun 2006: Coast 2 Coast,16,2006,2,8,0.04,129,0,45.05,92
GT Legends,14,2005,2,10,0.02,1027,0,46.3,92
The Incredible Hulk: Ultimate Destruction,13,2005,8,23,0.23,311,2,46.0,583
Driver: Parallel Lines,6,2006,2,10,0.28,42,1,37.95,642
Yoshi Topsy-Turvy,8,2004,1,0,0.65,144,0,33.3,10
Scribblenauts Unmasked: A DC Comics Adventure,10,2013,4,19,0.1,184,3,37.1,270
The Smurfs 2,18,2013,1,5,0.09,278,0,23.8,92
Tenchu: Shadow Assassins,16,2009,8,5,0.11,163,1,37.7,583
50 Cent: Blood on the Sand,4,2009,6,28,0.21,948,1,38.7,20
R.U.S.E.,5,2010,11,5,0.5,637,2,41.65,76
Tony Hawk's Pro Skater 3,12,2001,0,4,1.67,249,0,47.65,1719
NHL 2K7,5,2006,0,2,0.12,276,3,42.8,33
Street Fighter Anniversary Collection,13,2004,9,12,0.15,48,2,42.7,583
Just Dance 2015,17,2014,5,5,0.53,12,3,38.75,983
LEGO The Hobbit,4,2014,8,19,0.45,182,3,39.35,88
NBA 2K11,4,2010,8,2,2.09,83,0,48.55,88
NHL 2K3,6,2002,0,8,0.21,6,0,48.4,103
TouchMaster,3,2007,4,39,2.0,197,3,38.35,111
LEGO Dimensions,17,2015,8,19,0.41,50,3,43.45,583
NBA 2K7,4,2006,0,2,0.58,477,0,45.9,433
Madden NFL 07,4,2006,0,7,1.8,57,0,43.0,433
Midnight Club: LA Remix,16,2008,2,2,0.98,404,2,43.85,92
Prince of Persia: Warrior Within,6,2004,8,5,1.64,52,1,45.75,381
Metal Saga,6,2005,3,88,0.03,1576,2,34.65,642
Spore Hero Arena,3,2009,7,7,0.19,192,0,25.8,88
World Soccer Winning Eleven 6 International,6,2002,0,14,2.99,85,0,51.05,103
Crisis Core: Final Fantasy VII,16,2007,3,15,3.18,46,2,45.5,92
Kengo: Master of Bushido,6,2000,9,5,0.39,346,1,35.2,441
Football Manager Handheld 2011,16,2010,0,8,0.41,271,0,42.35,92
Disney Guilty Party,0,2010,5,32,0.45,668,0,43.0,19
Nickelodeon Party Blast,13,2002,5,52,0.22,894,0,11.65,983
Batman: Arkham Origins Blackgate,22,2013,8,19,0.42,694,2,33.9,583
Crazy Taxi: Catch a Ride,8,2003,2,28,0.3,817,0,26.95,17
Borderlands: The Handsome Collection,9,2015,6,2,0.88,100,1,44.9,68
Cabela's Big Game Hunter,6,2002,0,4,1.42,287,2,33.4,103
Microsoft Train Simulator,14,2001,7,1,0.05,675,0,46.2,63
Colosseum: Road to Freedom,6,2005,3,48,0.07,1353,1,32.15,642
Bakugan: Battle Brawlers,5,2009,8,4,0.23,301,0,35.6,381
World Destruction League: Thunder Tanks,12,2000,8,76,0.17,733,2,18.1,583
NCAA Football 09,5,2008,0,7,0.58,57,0,44.15,33
Chibi-Robo! Park Patrol,3,2007,10,53,0.19,993,0,42.75,729
Onimusha: Warlords,6,2001,8,17,2.7,48,1,47.1,381
Front Mission 4,6,2003,11,15,0.54,46,2,41.8,705
Age of Empires: Mythologies,3,2008,11,28,0.21,243,3,42.45,729
Conflict: Denied Ops,5,2008,6,21,0.19,262,1,27.05,125
Sonic Unleashed,4,2008,1,8,0.95,125,3,33.9,433
Dragon Ball Z: Sagas,6,2005,9,10,0.46,260,2,27.2,441
Just Cause 2,14,2010,8,15,0.12,214,1,45.85,583
Earth Defense Force 2025,4,2013,6,58,0.15,752,1,38.05,20
Vexx,19,2003,1,30,0.06,310,2,39.15,92
Bad Boys: Miami Takedown,19,2004,6,87,0.05,281,1,18.5,63
Coded Arms,16,2005,6,14,0.75,69,2,32.75,63
Avatar: The Last Airbender,3,2006,10,28,0.33,91,0,35.2,729
Top Spin 3,4,2008,8,2,0.56,573,0,42.8,88
Tiger Woods PGA Tour 08,0,2007,0,7,1.02,388,0,39.5,29
Mushroom Men: The Spore Wars,0,2008,8,81,0.18,445,3,40.35,145
Uncharted 4: A Thief's End,9,2016,6,3,5.38,33,2,50.45,68
Guitar Hero III: Legends of Rock,5,2007,5,4,2.24,60,2,45.4,484
Naruto Shippuden: Ultimate Ninja Storm Revolution,5,2014,9,25,0.43,325,2,40.25,441
Test Drive Unlimited,14,2007,2,10,0.02,480,2,43.55,92
Samurai Warriors 4-II,9,2015,8,48,0.12,188,2,40.15,873
The Simpsons Game,4,2007,8,7,1.03,380,2,39.35,88
Stormrise,14,2009,11,8,0.02,218,1,23.45,762
Max Payne 2: The Fall of Max Payne,6,2003,6,2,1.34,307,1,40.6,8
NCAA Football 13,4,2012,8,7,1.09,57,0,40.75,88
Tom Clancy's Ghost Recon,0,2010,6,5,0.12,68,2,26.4,4
Need for Speed: ProStreet,6,2007,2,7,2.41,168,3,34.1,642
PANGYA: Fantasy Golf,16,2009,0,197,0.14,1107,3,42.0,92
Buzz Lightyear of Star Command,12,2000,1,4,0.63,50,0,29.65,92
Middle-Earth: Shadow of Mordor,14,2014,8,19,0.35,124,1,46.0,583
American Chopper,6,2004,2,84,0.42,696,2,27.25,642
Metal Gear Solid: Snake Eater 3D,10,2012,8,14,0.38,45,1,42.9,494
NBA 07,5,2006,0,3,0.27,313,0,34.65,33
Tiger Woods PGA Tour 08,3,2007,0,7,0.06,293,0,44.3,138
FIFA Street,4,2012,0,7,0.89,18,0,41.85,433
NCAA Football 14,5,2013,0,7,0.84,57,0,41.6,33
Naval Assault: The Killing Tide,4,2010,7,11,0.17,875,2,22.1,20
Steins;Gate,5,2012,10,148,0.06,1386,1,45.85,441
Wild ARMs 4,6,2005,3,11,0.14,841,2,38.15,642
Gears of War: Ultimate Edition,17,2015,6,1,3.28,108,1,44.75,63
Cy Girls,6,2004,8,14,0.04,44,1,30.9,381
Star Fox 64 3D,10,2011,6,0,0.94,0,3,44.6,52
Maximo vs Army of Zin,6,2003,1,12,0.21,48,2,45.4,103
Stronghold Legends,14,2006,11,2,0.02,1052,2,32.1,762
DuckTales: Remastered,14,2013,8,12,0.02,278,0,36.8,583
Fallout: New Vegas,14,2010,3,6,1.17,78,1,46.3,92
.hack//Outbreak Part 3,6,2002,3,10,0.46,325,2,39.35,642
Mr. Driller: Drill Spirits,3,2004,4,0,0.14,32,0,39.45,111
Lips,4,2008,5,1,0.77,478,2,39.2,20
Resident Evil 6,4,2012,6,12,1.95,48,1,36.0,20
Pokémon Platinum Version,3,2008,3,0,7.72,24,0,45.75,149
Ultimate Spider-Man,13,2005,8,4,0.39,6,2,42.2,583
Dark Cloud,6,2000,3,3,1.54,49,2,44.1,642
Valkyria Chronicles II,16,2010,3,8,0.53,180,2,45.55,92
GRID Autosport,5,2014,2,34,0.18,294,0,40.9,62
Naruto: Ninja Destiny,3,2006,9,25,0.19,740,2,32.7,132
Aliens vs Predator: Requiem,16,2007,8,23,0.22,248,2,27.3,583
