Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas globais,Desenvolvedora,Classificacao,Media de pontuacao
Hyperdimension Neptunia,23,2013,4,266,0.13,0,0,0.0
Banjo-Kazooie: Nuts & Bolts,5,2008,2,1,0.76,0,0,0.0
Need for Speed Carbon,5,2006,3,7,1.65,35,4,41.65
Spider-Man: Battle for New York,4,2006,2,4,0.13,709,4,37.45
The Sims 3: Ambitions,15,2010,8,7,0.46,97,3,40.65
Amnesia,17,2011,11,323,0.04,0,0,0.0
LEGO The Hobbit,15,2014,9,19,0.05,182,4,34.0
Titanic Mystery,4,2010,5,286,0.07,1363,3,0.0
Danganronpa: Trigger Happy Havoc,23,2013,6,131,0.33,701,2,44.05
Batman: Arkham Asylum,6,2009,9,21,4.23,54,3,49.95
Broken Sword 5: The Serpent's Curse,10,2015,11,408,0.07,907,3,39.6
Shin Megami Tensei: Digital Devil Saga,7,2004,4,145,0.13,463,2,43.1
Emergency Mayhem,1,2008,3,34,0.02,1208,3,22.15
Arcade Hits: Frisky Tom,13,2002,9,226,0.28,0,0,0.0
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,6,0,11,0,0.02,0,0,0.0
NASCAR 08,7,2007,3,7,0.24,57,1,32.1
FIFA Soccer 2004,9,2003,1,7,0.05,293,1,44.95
Star Wars Episode III: Revenge of the Sith,4,2005,9,5,0.3,12,4,40.4
Heroes of Mana,4,2007,12,15,0.14,494,4,33.0
Jikkyou World Soccer 2000 Final Edition,7,2000,1,14,0.66,0,0,0.0
Moto Racer Advance,9,2002,3,5,0.01,535,1,43.0
R-Types,13,1998,7,17,0.06,0,0,0.0
LEGO Indiana Jones 2: The Adventure Continues,1,2009,9,4,1.4,50,4,39.05
Yakuza Kiwami,6,2016,11,8,0.12,0,0,0.0
The Mysterious Case of Dr. Jekyll and Mr. Hyde,4,2010,11,347,0.05,0,0,0.0
Astro Boy: The Video Game,1,2009,9,58,0.11,337,4,25.75
Air Conflicts: Secret Wars,6,2011,8,278,0.19,997,3,25.5
Naughty Bear,5,2010,9,11,0.4,250,3,24.3
The Smurfs 2,1,2013,2,5,0.09,278,1,0.0
White Knight Chronicles: Origins,17,2011,4,3,0.15,0,0,0.0
World Destruction League: Thunder Tanks,13,2000,9,76,0.17,733,3,18.1
Crime Scene,4,2009,11,125,0.02,1634,2,27.0
StarCraft II: Legacy of the Void,15,2015,12,4,0.53,41,3,48.15
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,14,2003,9,2,2.49,0,0,0.0
Slot Machine,16,0,9,10,0.31,0,0,0.0
Need for Speed: ProStreet,7,2007,3,7,2.41,168,4,34.1
Bakugan: Battle Brawlers,5,2009,9,4,0.24,301,1,32.6
Medabots 9: Metabee / Rokusho,11,2015,4,138,0.03,0,0,0.0
MAPLUS: Portable Navi,17,2006,6,401,0.07,0,0,0.0
Fire Emblem: Seisen no Keifu,8,1996,12,0,0.58,0,0,0.0
Pro Evolution Soccer 2017,5,2016,1,14,0.04,69,1,3.25
J-League Victory Goal,24,1995,1,8,0.15,0,0,0.0
Detective Conan: Marionette Symphony,11,2013,11,25,0.05,0,0,0.0
Music Maker: Rockstar,7,2009,6,220,0.04,0,0,0.0
El Shaddai: Ascension of the Metatron,5,2011,9,153,0.16,842,3,41.0
Tokimeki Memorial: Forever with You,24,1996,8,14,0.38,0,0,0.0
Chuck E. Cheese's Party Games,4,2010,6,282,0.18,1018,1,0.0
Surf's Up,4,2007,1,5,0.28,104,1,31.5
Root Letter,23,2016,11,148,0.05,1248,2,42.9
Stranglehold,5,2007,7,39,0.82,162,2,42.3
Alias,7,2004,9,30,0.11,158,3,36.0
Steins;Gate: Hiyoku Renri no Darling,6,2012,11,357,0.02,0,0,0.0
Code R,24,1998,11,535,0.02,0,0,0.0
Neo Angelique,7,2006,11,48,0.02,0,0,0.0
One Piece: Burning Blood,10,2016,10,25,0.35,701,3,36.9
Robin Hood: Defender of the Crown,14,2003,12,12,0.03,570,3,28.5
Pinball Hall of Fame: The Williams Collection,11,2011,6,67,0.1,661,4,37.15
Tournament of Legends,1,2010,10,8,0.06,337,3,25.95
Barbie Explorer,13,2001,2,53,0.14,0,0,0.0
Crazy Chicken: Atlantis Quest,4,2007,2,423,0.05,0,0,0.0
DS Bimoji Training,4,2008,6,0,0.56,0,0,0.0
Dead or Alive Paradise,17,2010,6,116,0.18,396,2,21.8
Hot Wheels: Stunt Track Challenge / World Race,9,2006,3,203,0.01,0,0,0.0
Dragon Ball Z: Harukanaru Densetsu,4,2007,4,25,0.2,895,1,31.6
Top Angler: Real Bass Fishing,7,2002,1,349,0.11,0,0,0.0
Yu-Gi-Oh! The Sacred Cards,9,2002,4,14,1.3,0,0,0.0
Away: Shuffle Dungeon,4,2008,4,35,0.03,430,4,32.5
Max Payne 2: The Fall of Max Payne,15,2003,7,2,0.03,308,2,47.5
Superman: The Man of Steel,14,2002,9,10,0.13,831,3,25.0
Pro Evolution Soccer 2014,15,2013,9,14,0.1,69,1,39.2
Cold Fear,14,2005,9,5,0.06,1057,2,39.3
FabStyle,11,2011,12,48,0.03,0,0,0.0
Trauma Team,1,0,8,53,0.17,355,3,45.4
NBA 2K2,7,2002,1,8,1.22,83,1,48.4
Ener-G: Gym Rockets,4,2008,1,5,0.39,112,1,0.0
The Legend of Zelda: Link's Awakening DX,3,1998,11,0,2.22,0,0,0.0
Banjo-Kazooie: Grunty's Revenge,9,2003,2,28,0.33,43,1,40.05
The King of Fighters '96,27,1996,10,244,0.06,0,0,0.0
Ultimate Band,4,2008,6,32,0.22,931,1,34.5
A Game of Thrones: Genesis,15,2011,12,82,0.03,1047,0,28.5
Fist of the North Star: Ken's Rage 2,5,2012,10,48,0.06,393,2,31.05
Major League Baseball 2K8 Fantasy All-Stars,4,2008,1,2,0.12,1163,1,33.0
NASCAR Thunder 2002,7,2001,3,7,1.16,18,1,46.75
All-Star Baseball 2001,12,2000,1,30,0.23,0,0,0.0
Gun,14,2005,7,4,0.52,60,2,43.4
Rave Master: Special Attack Force!,9,2002,10,14,0.01,44,3,28.0
Dai-2-Ji Super Robot Taisen Z Saisei-hen,17,2012,12,25,0.36,0,0,0.0
Golden Time: Vivid Memories,23,2014,11,430,0.01,0,0,0.0
Mario & Luigi: Paper Jam,11,2015,4,0,0.76,0,0,0.0
Mystery Trackers: The Void,15,2011,5,82,0.03,1534,0,0.0
Sword Art Online: Hollow Fragment,23,2014,4,25,0.3,247,3,37.3
NFL Blitz 2001,13,2000,1,39,0.59,162,1,35.0
Family Feud: 2012 Edition,5,2011,6,5,0.1,12,4,26.15
Aegis of Earth: Protonovus Assault,23,2016,9,148,0.03,198,3,4.15
Battle Arena Toshinden 3,13,1996,10,3,0.27,0,0,0.0
Horse Life,4,2007,8,292,0.12,422,1,34.0
The Great Battle Gaiden 2: Matsuri da Wasshoi,8,1994,9,56,0.03,0,0,0.0
Namco Museum: 50th Anniversary,14,2005,6,25,0.18,942,4,31.0
LEGO Star Wars II: The Original Trilogy,15,2006,9,4,0.02,50,4,47.1
Borderlands 2,23,2014,7,2,0.64,542,2,35.8
Sonic Heroes,20,2003,2,8,1.6,125,1,39.9
Shaman King: Soul Fight,20,2003,2,25,0.05,0,0,0.0
NieR,5,2010,4,15,0.29,267,2,37.65
Indiana Jones and the Staff of Kings,7,2009,9,4,0.28,143,3,31.25
Spirit: Stallion of the Cimarron,9,2002,2,28,0.3,819,1,23.0
Call of Duty: Black Ops,5,2010,7,4,14.61,6,2,46.65
Famicom Mini: Star Soldier,9,2004,7,0,0.08,0,0,0.0
Taito Legends,14,2005,6,87,0.05,1188,3,37.0
ExerBeat,1,2010,1,25,0.29,145,1,33.8
Kinect Joy Ride,5,2010,3,1,1.43,282,1,28.5
Chevrolet Camaro: Wild Ride,4,2010,3,215,0.02,362,1,0.0
Birds of Steel,5,2012,8,14,0.15,522,3,42.95
Future Tactics: The Uprising,14,2004,12,271,0.03,0,0,30.5
TMNT,17,2007,9,5,0.11,52,4,20.55
Bridge,16,1980,6,4,0.27,0,0,0.0
[Prototype],6,2009,9,4,1.24,311,2,43.35
Jak 3,7,2004,2,3,1.85,33,3,46.3
Hard Rock Casino,17,2007,6,60,0.14,245,3,22.0
Lego Star Wars: The Force Awakens,5,2016,9,19,0.12,182,4,3.45
Dragon Ball Z: Supersonic Warriors 2,4,2005,10,10,0.49,496,4,36.8
Ben 10 Ultimate Alien: Cosmic Destruction,5,2010,2,58,0.18,211,4,28.15
Shrek Smash n' Crash Racing,20,2006,3,4,0.13,242,1,1.55
Iron & Blood,13,1996,10,30,0.14,0,0,0.0
Oddworld: Munch's Oddysee,9,2003,2,28,0.06,206,1,23.25
Star Wars: Knights of the Old Republic,14,2003,4,4,2.19,116,3,51.6
Jeopardy!,7,2003,6,10,0.48,0,0,0.0
Barbie and Her Sisters Puppy Rescue,1,2015,9,25,0.03,1469,1,0.0
2014 FIFA World Cup Brazil,6,2014,1,7,0.61,35,1,38.65
Dragon Ball: XenoVerse,18,2015,10,25,0.32,117,3,37.1
Scooby-Doo 2: Monsters Unleashed,9,2004,9,28,0.71,217,1,23.0
FIFA Soccer 2003 (weekly jp sales),7,2002,1,7,0.04,0,0,0.0
Boku no Natsuyasumi 2: Umi no Bouken Hen,7,2002,11,3,0.41,0,0,0.0
Tom Clancy's Ghost Recon: Jungle Storm,7,2004,7,5,1.16,227,3,38.15
Surf's Up,5,2007,1,5,0.1,12,4,33.55
QuickSpot,4,2006,6,25,0.14,32,4,34.0
ABBA: You Can Dance,1,2011,6,5,0.77,12,4,33.0
MXGP 2,10,2016,3,255,0.09,0,0,0.0
You Don't Know Jack,4,2011,6,28,0.06,205,3,0.0
Derby Stallion DS,4,2008,1,155,0.32,0,0,0.0
Murakumo: Renegade Mech Pursuit,14,2002,7,227,0.11,163,3,27.75
Book of Spells,6,2012,9,3,0.67,0,0,0.0
ModNation Racers,6,2010,3,3,1.12,353,1,45.2
SD Gundam G Generation-F.I.F,13,2001,12,25,0.12,0,0,0.0
My Word Coach,4,2007,6,5,1.44,12,1,38.9
TMNT,4,2007,9,5,0.04,104,4,22.1
inFAMOUS 2,6,2011,9,3,1.82,128,3,45.7
Madden NFL 10,7,2009,1,7,0.98,57,1,3.6
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,17,2013,1,8,0.04,0,0,0.0
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,4,2010,11,25,0.05,0,0,0.0
E0: Enemy Zero,24,1996,11,8,0.41,0,0,0.0
ParaWorld,15,2006,12,41,0.02,1588,3,39.65
The Magical Quest starring Mickey Mouse,8,1992,2,12,1.21,0,0,0.0
Horrid Henry: Missions of Mischief,1,2010,11,81,0.02,1032,1,0.0
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,7,2010,9,90,0.02,0,0,0.0
Puyo Puyo!! 20th Anniversary,4,2011,5,8,0.14,0,0,0.0
Growlanser,17,2009,4,91,0.04,0,0,0.0
Evolution Snowboarding,7,2002,1,14,0.02,69,3,19.0
Pro Wrestling,2,1987,10,0,2.4,0,0,0.0
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,4,2010,9,25,0.04,0,0,0.0
Rayman: Hoodlum's Revenge,9,2005,2,5,0.06,179,1,30.5
San Goku Shi DS 2,4,2007,12,48,0.02,0,0,0.0
Space Channel 5 Special Edition,7,2003,6,95,0.08,1316,3,43.8
In The Groove,7,2005,6,22,0.07,1332,1,40.5
Phantasy Star Online,22,2000,4,8,0.2,125,3,49.05
Brutal Legend,6,2009,9,7,0.94,406,2,45.3
The Lord of the Rings: The Return of the King,20,2003,9,7,0.69,520,3,46.25
Lord of the Rings: The Third Age,14,2004,4,7,0.42,0,0,0.0
Fight Night Round 2,7,2005,10,7,0.87,18,3,48.5
GT Advance Championship Racing,9,2001,3,28,0.33,358,1,41.0
Bully: Scholarship Edition,15,2008,9,2,0.03,369,3,39.75
The BIGS 2,4,2009,1,2,0.05,273,1,0.0
PopCap Hits!,5,2011,6,209,0.02,0,0,0.0
Crash Tag Team Racing,17,2005,3,23,0.24,311,4,37.55
Wheel of Fortune,12,1997,6,2,0.25,0,0,0.0
Dave Mirra Freestyle BMX 2,7,2001,1,30,1.38,300,3,44.55
World Series Baseball,14,2002,1,8,0.23,909,1,46.9
Madden NFL 16,6,2015,1,7,0.78,18,1,1.55
Fate/Extella: The Umbral Star,10,2016,9,148,0.11,1012,3,0.0
Enclave,14,2002,11,313,0.14,534,2,37.2
F1 2015,18,2015,3,34,0.25,294,1,34.65
Hatsune Miku: Project Diva,17,2009,6,8,0.26,0,0,0.0
Rayman 3D,11,2011,2,5,0.64,544,1,33.8
Monster Tale,4,2011,2,35,0.06,1378,1,43.5
Oil Rush,15,2012,12,471,0.02,1620,0,36.75
King's Quest: The Complete Collection,10,2016,11,4,0.02,1662,4,0.0
Conker: Live And Reloaded,14,2005,11,1,0.71,0,0,0.0
NHL 07,7,2006,1,7,0.51,18,4,40.3
The Hobbit,20,2003,2,23,0.17,610,1,34.15
F.E.A.R. 3,15,2011,7,19,0.15,351,2,39.95
Higurashi no Naku Koro ni Iki,23,2015,9,427,0.03,0,0,0.0
Ninja Assault,7,2002,7,25,0.11,32,3,32.65
Super Mario Kart,8,1992,3,0,8.76,0,0,0.0
Kirby's Dream Land 3,8,1997,2,0,0.36,0,0,0.0
Fantasia: Music Evolved,18,2014,6,32,0.15,58,4,42.25
ESA Game Pack,6,2010,6,3,0.11,1210,3,0.0
Zombie Hunters 2,7,2006,9,283,0.02,0,0,0.0
Airlock,16,1981,9,191,0.39,0,0,0.0
Animal Crossing,20,2001,8,0,3.15,0,1,47.95
Tobal No.1,13,1996,10,3,0.92,0,0,0.0
Asteroids,13,1998,7,88,1.15,0,0,0.0
