Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas globais,Desenvolvedora,Classificacao,Media de pontuacao
Baldur's Gate: Dark Alliance II,7,2004,4,117,0.68,521,3,43.35
Rugrats in Paris: The Movie,12,2000,9,28,0.5,0,0,0.0
NBA Hoopz,13,2001,1,39,0.13,103,1,0.0
XGRA: Extreme G Racing Association,20,2003,3,30,0.02,158,3,38.0
Gray Matter,15,2011,11,233,0.08,818,3,39.85
The IdolM@ster: Gravure For You! Vol. 6,6,2012,9,25,0.03,0,0,0.0
Final Fight One,9,2001,10,5,0.21,959,1,44.9
Ty the Tasmanian Tiger 2: Bush Rescue,14,2004,2,7,0.11,213,1,38.9
Over the Hedge,9,2006,2,4,0.27,67,1,24.5
Clash of Elementalists,4,2010,9,37,0.47,655,3,17.0
Peppa Pig: Fun and Games,4,2010,6,5,0.65,0,0,0.0
Time Crisis: Project Titan,13,2001,7,25,0.05,1461,3,38.85
Major League Baseball 2K10,6,2010,1,2,0.19,83,1,39.65
SWAT: Global Strike Team,7,2003,7,23,0.32,90,2,38.4
Burnout Revenge,5,2006,3,7,0.5,139,4,48.55
Rescue Heroes: Billy Blazes,9,2003,9,23,0.08,0,0,0.0
Bakugan: Battle Brawlers,6,2009,9,4,0.23,301,1,35.6
Sonic Generations,5,2011,2,8,1.38,299,1,42.65
Wolfenstein,6,2009,7,4,0.63,549,2,39.2
Castlevania Bloodlines,21,1994,2,14,0.04,0,0,0.0
Duke Nukem: Land of the Babes,13,2000,7,10,0.08,374,2,21.9
Blood: The Last Vampire (Joukan),7,2000,11,3,0.09,0,0,0.0
Guitar Hero: World Tour,7,2008,6,4,1.8,221,3,4.0
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,23,2015,4,467,0.04,0,0,0.0
"SpongeBob SquarePants: Lights, Camera, Pants!",14,2005,6,28,0.26,0,0,0.0
XCOM 2,10,2016,12,2,0.14,246,3,48.0
18 Wheeler: American Pro Trucker,20,2002,3,30,0.11,158,1,29.4
Kangaroo,16,1982,2,10,0.72,0,0,0.0
F1 2011,5,2011,3,34,0.72,294,1,45.55
Monster Kingdom: Jewel Summoner,17,2006,4,3,0.04,1516,3,36.4
Empire Earth II,15,2005,12,23,0.03,1006,3,43.05
Kurohyou: Ryu ga Gotoku Shinshou,17,2010,11,8,0.29,0,0,0.0
Space Hulk: Vengeance of the Blood Angels,13,1995,7,7,0.07,0,0,0.0
Puyo Pop Fever,17,2004,5,153,0.04,125,0,34.0
Band Hero,4,2009,6,4,0.43,67,4,36.0
Battle Stadium D.O.N,20,2006,10,25,0.09,0,0,0.0
GoPets: Vacation Island,4,2008,8,14,0.04,112,1,0.0
Commando,2,1986,9,12,1.14,0,0,0.0
Tokyo Majin Gakuen: Kenfuuchou,4,2008,11,214,0.03,0,0,0.0
God of War: Ghost of Sparta,17,2010,9,3,1.0,75,2,47.2
Whirl Tour,7,2002,1,67,0.22,211,1,32.5
Evil Dead: Fistfull of Boomstick,14,2003,9,28,0.1,0,0,0.0
Final Fantasy XIV: A Realm Reborn,6,2013,4,15,1.08,0,0,0.0
Football Manager Handheld 2011,17,2010,1,8,0.41,271,1,42.35
Garfield: A Tale of Two Kitties,4,2006,2,102,0.03,1095,1,29.5
Sesame Street: Elmo's Letter Adventure,12,1999,6,213,0.18,0,0,0.0
Blood Omen 2,7,2002,9,21,0.39,298,2,37.9
Army Men: Sarge's Heroes 2,13,2000,7,76,0.24,733,3,27.65
Frontlines: Fuel of War,15,2008,7,28,0.02,279,3,39.95
Ty the Tasmanian Tiger 2: Bush Rescue,9,2004,2,7,0.13,213,1,31.5
The Elder Scrolls V: Skyrim,5,2011,4,6,8.79,17,2,52.2
FIFA Soccer 09 All-Play,1,2008,1,7,0.89,35,1,44.2
Tales of Innocence,4,2007,4,25,0.26,0,0,0.0
Street Fighter Alpha 2,8,1996,10,0,0.17,0,0,0.0
J-League Jikkyou Winning Eleven 2000,13,2000,1,14,0.16,0,0,0.0
NASCAR Kart Racing,1,2009,3,7,0.42,22,1,39.05
Really? Really! DS,4,2009,11,154,0.01,0,0,0.0
Republique,10,2016,9,131,0.01,1664,2,38.9
Flying Dragon,12,1997,10,77,0.1,0,0,0.0
Adidas Power Soccer,13,1996,1,85,0.04,0,0,0.0
Road Rash,13,1995,3,7,1.27,0,0,0.0
Quake II,12,1999,7,4,0.3,0,0,0.0
Squeeballs Party,4,2009,5,281,0.17,1043,4,0.0
Boktai: The Sun is in Your Hand,9,2003,4,14,0.15,44,1,46.3
Sunday vs Magazine Shuuketsu! Choujou Daikessen,17,2009,10,14,0.03,0,0,0.0
Bionic Commando,5,2009,2,12,0.28,618,2,38.65
NCAA Basketball Final Four 97,13,1997,1,51,0.14,0,0,0.0
Enemy Territory: Quake Wars,15,2007,7,4,0.02,381,3,46.15
WarCraft II: The Dark Saga,13,1997,12,7,0.31,0,0,0.0
Mortal Kombat: Shaolin Monks,7,2005,9,39,0.69,516,2,42.8
Orega Kantoku Da! Gekitou Pennant Race,7,2000,1,24,0.08,0,0,0.0
Cloudy With a Chance of Meatballs,17,2009,2,5,0.08,149,1,0.0
Bratz: Girlz Really Rock,1,2008,9,28,0.21,281,1,0.0
Looney Tunes Duck Dodgers Starring: Daffy Duck,12,2000,2,52,0.04,0,0,0.0
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,13,2003,6,3,1.23,0,0,0.0
Silent Hill: Downpour,5,2012,9,14,0.32,69,2,37.65
Mega Man Battle Network 5: Double Team DS (JP sales),4,2005,4,0,0.11,0,0,0.0
Dynasty Warriors 8: Xtreme Legends,23,2013,9,48,0.12,0,0,0.0
Momotarou Dentetsu World,4,2010,6,68,0.19,0,0,0.0
Irozuki Tingle no Koi no Balloon Trip,4,2009,11,0,0.11,0,0,0.0
Rozen Maiden: Duellwalzer,7,2006,11,94,0.02,0,0,0.0
Teenage Mutant Ninja Turtles 2: Battle Nexus,14,2004,9,14,0.13,69,3,26.8
Empire Earth III,15,2007,12,23,0.04,1006,3,26.4
Damnation,5,2009,7,34,0.07,1278,2,20.8
Gallop Racer (JP),13,1996,1,48,0.24,0,0,0.0
Magical Starsign (JP sales),4,2006,4,0,0.04,0,0,0.0
Diabolik Lovers: Vandead Carnival,23,2014,9,323,0.02,0,0,0.0
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,4,2007,4,56,0.08,0,0,0.0
Star Wars Episode III: Revenge of the Sith,14,2005,9,4,1.24,105,3,34.55
Yoshi Topsy-Turvy,9,2004,2,0,0.65,144,1,33.3
Guitar Hero Live,10,2015,6,4,0.86,368,3,43.1
Romance of the Three Kingdoms IX,7,2003,12,48,0.07,393,1,41.45
MotorStorm: Arctic Edge,17,2009,3,3,1.02,387,3,43.9
NBA Street Vol. 2,14,2003,1,7,0.68,22,1,48.9
Fire Emblem: Monsh? no Nazo,8,1994,4,0,0.7,0,0,0.0
Red Steel 2,1,2010,7,5,0.62,31,3,44.3
The Legend of Zelda,2,1986,9,0,6.51,0,0,0.0
Dark Souls III,10,2016,4,25,1.65,163,2,48.9
Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),9,2005,4,0,1.13,0,0,0.0
Just Dance 2017,6,2016,6,5,0.05,31,4,0.0
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,4,2007,6,547,0.02,0,0,0.0
Tears to Tiara II: Heir of the Overlord,6,2013,4,131,0.15,1075,3,36.85
Wheel of Fortune,1,2010,6,28,0.97,166,1,3.8
Misshitsu no Sacrifice,17,2010,11,58,0.02,0,0,0.0
Kane & Lynch 2: Dog Days,15,2010,7,15,0.07,0,0,0.0
Princess Saver! Eternal Love for My Lady,7,2010,11,451,0.02,0,0,0.0
MotoGP 2: Ultimate Racing Technology,7,2001,3,3,0.15,0,0,0.0
NHL 11,5,2010,1,7,0.73,22,4,47.85
WWE SmackDown vs. Raw 2009,6,2008,10,28,0.94,156,3,42.5
Taiko no Tatsujin: Appare Sandaime,7,2003,6,25,0.49,0,0,0.0
MVP Baseball 2005,7,2005,1,7,1.54,18,1,47.8
X-Men Origins: Wolverine,4,2009,9,4,0.2,243,4,31.55
Dance Dance Revolution X2,7,2009,8,14,2.23,69,4,0.0
Ecco the Dolphin: Defender of the Future,7,2002,11,3,0.14,566,1,39.75
Mario Sports Mix,1,2010,1,0,2.08,46,1,35.55
Hakuouki: Zuisouroku DS,4,2011,11,323,0.04,0,0,0.0
Gunbird,24,1995,7,91,0.06,0,0,0.0
Exhibition Volume 4,14,2003,6,1,0.07,0,0,0.0
All-Star Baseball 2000,12,1999,1,30,0.39,0,0,0.0
Tom Clancy's Ghost Recon 2,20,2005,7,5,0.07,149,3,27.7
Elminage Original: Majo to Megami to Kamigami no Yubiwa,17,2011,4,200,0.02,0,0,0.0
Test Drive Unlimited,17,2007,3,10,0.5,318,4,43.65
J-League Winning Eleven 2010: Club Championship,7,2010,1,14,0.05,0,0,0.0
Sonic Unleashed,7,2008,2,8,0.76,125,4,36.35
Ken to Mahou to Gakuen Mono. 3D,11,2011,4,307,0.06,0,0,0.0
Dengeki Bunko Fighting Climax,23,2014,10,8,0.13,180,3,41.75
Warcraft III: Reign of Chaos,15,2002,12,23,0.13,41,3,50.55
Medal of Honor: Warfighter,5,2012,9,7,1.15,290,2,29.2
Karaoke Revolution Party,14,2005,6,14,0.07,58,4,40.0
LittleBigPlanet,17,2009,2,3,2.54,47,4,47.4
Naruto Shippuden: Ultimate Ninja Storm Collection,6,2016,9,25,0.01,0,0,0.0
V-Rally Edition 99,12,1998,3,52,0.09,0,0,0.0
Tony Hawk's Project 8,6,2006,1,4,0.63,60,3,41.6
WipEout Pulse,17,2007,3,3,0.31,382,4,45.3
ESPN College Hoops,7,2003,1,8,0.16,83,1,45.75
Monster Rancher,13,1997,8,48,1.01,378,0,47.15
Cruis'n World,12,1998,3,0,0.64,0,0,0.0
Ecco: The Tides of Time,21,1993,11,8,0.07,0,0,0.0
Jenga World Tour,1,2007,6,10,0.05,570,1,14.4
428: Fuusa Sareta Shibuya de,6,2009,11,130,0.02,0,0,0.0
WWE 2K16,10,2015,1,2,1.21,156,3,40.2
Barnyard Blast: Swine of the Night,4,2008,2,127,0.02,1641,4,0.0
MotoGP 14 ,10,2014,3,255,0.18,723,1,39.7
Ultimate Puzzle Games,9,2005,5,183,0.02,1640,1,0.0
Custom Robo Arena,4,2006,10,0,0.16,736,4,41.15
Final Fantasy Legend III,3,1991,4,9,0.76,0,0,0.0
Red Ninja: End of Honor,14,2005,9,23,0.02,1637,2,25.0
Enchanted Arms,6,2007,4,5,0.2,163,3,34.95
MX vs. ATV Untamed,6,2007,3,28,0.46,167,1,36.55
Porky's,16,1982,9,122,0.25,0,0,0.0
Halo: The Master Chief Collection,18,2014,7,1,3.23,15,2,46.1
LEGO Marvel's Avengers,18,2016,9,19,0.35,182,4,38.05
Derby Stallion 64,12,2001,1,302,0.15,0,0,0.0
Clock Tower: The First Fear,13,1997,11,190,0.12,0,0,0.0
MLB 09: The Show,6,2009,1,3,0.72,421,1,49.05
FIFA Soccer 09,4,2008,1,7,0.49,35,1,45.05
Winning Post 8 2015,23,2015,9,48,0.02,0,0,0.0
Dragon's Crown,23,2013,4,131,0.35,567,3,43.2
The Urbz: Sims in the City,7,2004,8,7,1.76,89,3,39.1
Kong: The 8th Wonder of the World,9,2005,9,5,0.47,12,4,29.5
Rocky,7,2002,10,115,0.86,447,3,41.2
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,4,2011,9,25,0.05,0,0,0.0
Tom Clancy's HAWX,6,2009,9,5,0.56,574,3,41.05
Armored Core 4,5,2007,8,11,0.25,163,3,36.1
Lords of the Fallen,10,2014,4,15,0.52,625,2,37.3
The Sims: Hot Date,15,2001,8,7,1.82,89,3,46.45
Making History: The Great War,17,2010,12,25,0.12,0,0,0.0
Ivy the Kiwi?,4,2010,5,70,0.05,718,1,37.65
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,17,2012,9,25,0.11,0,0,0.0
Viewpoint,13,1995,7,7,0.07,0,0,0.0
NBA Jam,5,2010,1,7,0.39,35,1,41.0
Tom Clancy's The Division,18,2016,7,5,2.16,88,2,43.45
Tom Clancy's Rainbow Six: Lockdown,7,2005,7,5,0.35,702,2,38.45
Super Momotarou Dentetsu III,8,1994,8,68,0.91,0,0,0.0
Chicken Shoot 2,9,2005,11,84,0.03,1539,4,0.0
Midway Arcade Treasures 3,14,2005,6,39,0.08,80,1,34.0
Nicktoons: Freeze Frame Frenzy,9,2004,9,28,0.4,217,1,26.5
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,7,2007,10,515,0.02,0,0,0.0
Portal 2,5,2011,7,50,2.08,77,4,51.75
Iron Man,4,2008,9,8,0.51,250,4,31.5
Rock Band Track Pack Volume 2,1,2008,6,31,0.23,0,0,0.0
Darksiders,5,2010,9,28,1.06,373,2,45.45
Aidyn Chronicles: The First Mage,12,2001,4,28,0.1,0,0,0.0
Cruise Ship Vacation Games,1,2009,5,194,0.13,242,1,0.0
Dark Half,8,1996,4,24,0.04,0,0,0.0
Grooverider: Slot Car Thunder,14,2003,3,502,0.01,1670,1,26.15
Triple Play 2002,7,2002,1,7,0.87,93,1,32.5
Samurai Warriors Chronicles 3,23,2014,9,48,0.06,188,3,38.95
Sonic Colors,1,2010,2,8,1.68,125,1,43.25
Samurai Warriors 4,6,2014,9,48,0.26,188,3,4.0
Hudson x GReeeeN Live!? DeeeeS!?,4,2010,6,68,0.03,0,0,0.0
Vacation Sports,1,2009,1,5,0.11,1214,1,0.0
SCORE International Baja 1000: The Official Game,7,2008,3,4,0.01,0,0,0.0
Half-Minute Hero,17,2009,4,70,0.18,789,4,45.9
Philosoma,13,1995,7,3,0.05,0,0,0.0
Viewtiful Joe: Red Hot Rumble,20,2005,9,12,0.06,551,3,34.45
RACE On,15,2009,3,278,0.03,1027,1,40.6
BlazBlue: Calamity Trigger Portable,17,2010,10,148,0.11,496,3,44.9
FIFA Soccer 06,4,2005,1,7,0.06,0,0,0.0
Pocket Pool,17,2007,9,230,0.04,1395,2,18.5
Homefront: The Revolution,15,2016,7,41,0.04,756,2,28.75
Madden NFL 2000,13,1998,1,7,1.75,0,0,0.0
Taiko Drum Master,7,2004,6,25,0.2,32,1,42.55
Elven Legacy,15,2009,12,310,0.02,1627,3,39.05
7th Dragon 2020,17,2011,4,8,0.2,0,0,0.0
Impossible Mission,4,2007,2,158,0.12,1065,1,32.9
Ginga Tetsudou 999 DS,4,2010,11,267,0.02,0,0,0.0
Marvel Super Heroes,13,1997,10,17,0.34,0,0,0.0
Disney Sports Basketball,9,2002,1,14,0.02,69,1,36.5
Warriors of Might and Magic,13,2001,11,76,0.13,0,0,0.0
Baten Kaitos: Eternal Wings and the Lost Ocean,20,2003,4,0,0.27,230,3,44.5
FIFA Street 2,14,2006,1,7,0.08,35,1,35.05
Group S Challenge,14,2003,3,12,0.02,48,1,31.5
Populous DS,4,2008,12,70,0.09,272,4,30.0
Kirby 64: The Crystal Shards,12,2000,2,0,1.77,0,0,0.0
Bleach: Versus Crusade,1,2008,10,8,0.06,0,0,0.0
Dead or Alive,13,1998,10,3,0.28,225,3,46.3
Rapala Trophies,17,2006,1,4,0.04,287,1,0.0
The Chronicles of Narnia: Prince Caspian,4,2008,9,32,0.21,931,4,27.0
A llI S.V.: A Ressha de Gyoukou 3 Super Version,8,1995,8,415,0.06,0,0,0.0
Jinsei Game DS,4,2006,6,91,0.02,0,0,0.0
Uta no Prince-Sama: Music 2,17,2013,11,308,0.09,0,0,0.0
FIFA Soccer 08,15,2007,1,7,0.02,35,1,41.55
Batman: Arkham Knight,15,2015,9,19,0.13,1141,2,36.25
Rocket Power: Team Rocket Rescue,13,2001,1,28,0.84,0,0,0.0
Junior Classic Books & Fairytales,4,2010,6,98,0.07,0,0,0.0
Metal Gear Solid 3: Snake Eater,7,2004,9,14,4.23,44,2,50.15
Arcania: Gothic 4,15,2010,4,271,0.19,1000,3,33.7
Need for Speed: Most Wanted,20,2005,3,7,0.56,35,3,44.55
Donkey Kong Country,8,1994,2,0,9.3,0,0,0.0
Neverwinter Nights Diamond,15,2004,4,10,0.02,116,2,4.1
Jewel Quest Mysteries 2: Trail of the Midnight Heart,4,2011,5,53,0.04,0,0,0.0
Chronicles of the Sword,13,1996,11,85,0.05,0,0,0.0
Monopoly Streets,1,2010,6,7,0.72,22,1,35.1
Super Fruit Fall,1,2006,5,158,0.02,1065,1,0.0
God of War Collection,6,2009,9,3,2.6,66,2,49.85
Builder's Block,13,1999,12,569,0.01,0,0,0.0
Sega Bass Fishing,22,1999,1,8,0.09,0,0,0.0
Magi: Aratanaru Sekai,11,2014,4,25,0.06,0,0,0.0
Great Battle Full Blast,17,2012,9,25,0.04,0,0,0.0
American Bass Challenge,9,2001,1,200,0.05,767,1,34.5
Seaman 2: Peking Genjin Ikusei Kit,7,2007,8,8,0.06,0,0,0.0
Conflict: Vietnam,7,2004,7,113,0.53,262,2,33.05
Ready 2 Rumble Boxing: Round 2,12,2000,10,39,0.24,0,0,0.0
Disney Universe,1,2011,9,32,1.02,103,4,33.5
X-Men: The Official Game,20,2006,9,4,0.15,1082,3,28.15
Senritsu no Stratus,17,2011,4,14,0.06,0,0,0.0
APB Reloaded,15,2011,4,471,0.04,1505,2,30.85
Ape Escape Academy,17,2004,6,3,0.33,708,4,28.4
Strider (2014),6,2014,2,12,0.01,0,0,0.0
Punch King,9,2002,10,30,0.05,584,1,29.0
Alvin and the Chipmunks,1,2007,6,21,0.05,845,1,16.8
Kamigami no Asobi InFinite,23,2016,11,308,0.01,0,0,0.0
Tiger Woods PGA Tour 2005,14,2004,1,7,0.85,18,1,48.45
Blast Lacrosse,13,2001,1,30,0.06,0,0,0.0
Shanghai: True Valor,13,1998,5,4,0.02,0,0,0.0
TERA,15,0,4,53,0.42,700,2,41.9
Pursuit Force,17,2005,3,3,0.16,387,3,41.4
Riviera: The Promised Land,17,2006,4,11,0.09,1102,3,37.85
The Legend of Zelda: Oracle of Ages,3,2001,9,0,1.92,0,0,0.0
Deadliest Catch: Sea of Chaos,1,2010,1,67,0.12,661,4,0.0
The Croods: Prehistoric Party!,11,2013,6,58,0.04,0,0,0.0
Dragon Ball: Daimaou Fukkatsu,2,1988,4,25,1.25,0,0,0.0
Penny Racers,13,1996,3,3,0.25,0,0,0.0
Ty the Tasmanian Tiger,7,2002,2,7,1.17,213,1,39.4
Dragon Ball Z: Budokai Tenkaichi 2,1,2006,10,10,0.28,256,3,40.25
Star Fox Command,4,2006,7,0,0.53,619,4,41.65
Hot Wheels: Battle Force 5,4,2009,3,4,0.15,329,4,0.0
Jim Henson's Muppets in Spy Muppets: License to Croak,9,2003,9,71,0.05,0,0,0.0
Final Fantasy II Anniversary Edition,17,2007,4,15,0.5,91,3,35.05
Derby Stallion 98,8,1998,1,49,0.08,0,0,0.0
World Series of Poker 2008: Battle for the Bracelets,7,2007,6,4,0.23,877,3,0.0
Renai 0 Kilometer,17,2013,11,79,0.03,0,0,0.0
X-Men Legends,7,2004,4,4,1.93,161,3,43.75
Kao Challengers,17,2005,2,10,0.02,1134,1,28.5
Spider-Man 2,4,2004,9,4,0.49,67,1,33.0
MLB 15: The Show,6,2015,1,3,0.39,421,1,4.1
Disney's Meet the Robinsons,20,2007,9,32,0.04,260,4,34.0
Tunnel B1,13,1996,9,83,0.09,0,0,0.0
Winning Post 2,8,1995,1,48,0.3,0,0,0.0
Front Mission 2089: Border of Madness,4,2008,12,15,0.05,0,0,0.0
Resident Evil 6,15,2012,7,12,0.04,1480,2,37.45
Uta no Prince-Sama: Music 3,23,2016,9,308,0.05,0,0,0.0
Pac-Man: Adventures in Time,17,2006,10,3,2.62,0,0,0.0
Monopoly Party,7,2002,6,52,0.51,0,0,0.0
WWF No Mercy,12,2000,10,28,1.5,0,0,0.0
J Legend Retsuden,11,2013,6,25,0.07,0,0,0.0
EA Sports Active,1,2009,1,7,3.9,35,1,44.85
Super Ghouls 'n Ghosts,8,1991,2,12,1.18,0,0,0.0
Duel Masters: Sempai Legends,9,2003,6,10,0.29,826,1,38.5
Prince of Persia,5,2008,9,5,1.01,52,3,44.0
Sonic PC Collection,15,2009,6,8,0.04,0,0,0.0
MLB 10: The Show,7,2010,1,3,0.41,313,1,0.0
Tomb Raider: Underworld,1,2008,9,21,0.45,298,3,38.6
NHL 08,5,2007,9,7,0.25,35,4,46.6
Spider-Man,12,2000,9,4,0.53,0,0,0.0
Disney's Aladdin,8,1993,2,12,1.75,0,0,0.0
World Poker Tour,7,2005,6,2,0.21,414,3,34.3
Genroh,17,2012,9,323,0.02,0,0,0.0
Disney Channel Collection Vol. 1,9,2004,6,0,0.11,0,0,0.0
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,4,2008,9,197,0.02,0,0,0.0
Domino Rally,1,2007,9,254,0.05,437,1,28.5
Off-World Interceptor Extreme,13,1995,3,109,0.17,0,0,0.0
Deepak Chopra's Leela,5,2011,6,28,0.12,1159,1,1.75
SingStar Apres-Ski Party 2,6,2010,6,3,0.08,0,0,0.0
Spy Hunter 2,7,2003,3,39,0.49,152,3,31.7
Atelier Iris: Eternal Mana,7,2004,4,48,0.15,690,3,40.85
Pokémon Platinum Version,4,2008,4,0,7.72,24,1,45.75
ATV: Quad Power Racing,13,2000,3,30,1.04,342,1,21.0
Robotica,24,1994,7,8,0.06,0,0,0.0
Teenage Mutant Ninja Turtles (3DS),11,2013,9,4,0.01,0,0,0.0
Wolfenstein,15,2009,7,4,0.05,549,2,40.65
American Idol,9,2003,6,34,0.22,938,1,2.4
Paws & Claws: Regal Resort,4,2010,8,28,0.04,0,0,0.0
Rock Band: Metal Track Pack,1,2009,6,31,0.11,58,3,0.0
Jewels of the Ages,4,2011,5,86,0.06,347,1,0.0
Battlezone,17,2006,7,10,0.03,251,4,28.5
Dr. Slump & Arale-Chan,4,2008,11,25,0.01,0,0,0.0
Destroy All Humans! Path of the Furon,5,2008,9,28,0.13,0,0,0.0
Archer Maclean Presents: Pool Paradise,20,2004,1,153,0.03,0,0,0.0
Battle vs. Chess,15,0,6,459,0.03,1565,3,37.45
Mobile Suit Gundam: Journey to Jaburo,7,2000,8,25,0.7,503,3,33.05
Gradius Galaxies,9,2001,7,14,0.08,1305,1,39.0
Dynasty Warriors: Gundam 3,5,2010,9,48,0.18,1023,3,36.4
Super Bomberman 5,8,1997,5,68,0.3,0,0,0.0
Tiger Woods PGA Tour 12: The Masters,6,2011,1,7,0.89,22,1,43.65
Dengeki Gakuen RPG: Cross of Venus,4,2009,4,430,0.05,0,0,0.0
Xbox Live Arcade Unplugged Volume 1,5,2006,6,1,0.07,0,0,0.0
Rock Band,5,0,6,7,2.47,58,3,50.1
My English Coach: Para Hispanoparlantes,4,2009,6,5,0.08,12,1,0.0
From TV Animation One Piece: Grand Battle! 3,20,2003,10,25,0.2,0,0,0.0
Crash Boom Bang!,4,2006,6,23,0.09,0,0,0.0
NBA Jam,1,2010,1,7,0.4,35,1,43.75
Dynasty Warriors Vol. 2 (JP sales),17,2006,9,48,0.04,0,0,0.0
Barbie Horse Adventures: Riding Camp,4,2008,1,4,0.55,242,1,0.0
Infinite Stratos 2: Ignition Hearts,23,2014,11,357,0.03,0,0,0.0
Donkey Kong Country Returns,1,2010,2,0,6.44,40,1,47.8
Lise no Atelier: Ordre no Renkinjutsushi,4,2007,4,243,0.04,0,0,0.0
Fairy Fencer F: Advent Dark Force,10,2015,4,342,0.07,910,3,38.6
MX vs. ATV Supercross Encore,18,2015,1,128,0.03,167,0,22.5
FlingSmash,1,2010,9,0,0.47,144,1,27.4
MySims Party,1,2009,8,7,0.21,107,1,28.0
XCOM 2,15,2016,12,2,0.23,246,3,47.55
Red Faction: Guerrilla,5,2009,7,28,0.87,119,2,46.55
Overlord,15,2007,12,34,0.02,710,3,44.55
High School Musical 3: Senior Year,4,2008,6,32,1.56,0,0,0.0
Intellivision Lives!,20,2004,6,67,0.06,0,0,0.0
Big League Sports,1,2008,1,4,0.1,1224,1,0.7
BeatMania Append 3rdMix,13,1998,8,14,0.6,0,0,0.0
Star Trek: Legacy,15,2006,8,5,0.02,1006,4,30.0
From TV Animation One Piece: Tobidase Kaizokudan!,13,2001,4,25,0.35,0,0,0.0
To Heart,13,1999,11,315,0.14,0,0,0.0
Jampack Winter 2003 (RP-M),7,2003,6,3,0.46,0,0,0.0
Hi Hi Puffy AmiYumi: The Genie & the Amp,4,2006,9,58,0.01,0,0,0.0
Scarface: The World is Yours,1,2007,9,23,0.14,311,2,39.7
Ape Escape 3,7,2005,2,3,0.13,233,4,42.75
Until Dawn,10,2015,11,16,1.66,253,2,43.6
NHL 06,14,2005,1,7,0.25,35,4,43.7
Batman: Arkham Knight,18,2015,9,19,1.49,54,2,45.8
BlazBlue: Continuum Shift,5,2010,10,148,0.31,496,3,46.85
Divinity II: Flames of Vengeance,15,2010,4,233,0.03,908,2,40.15
Dragon Ball Z: Harukanaru Densetsu (JP sales),4,2007,4,25,0.15,0,0,0.0
Marvel vs. Capcom Origins,7,2006,10,12,0.24,0,0,0.0
Monopoly Party,20,2002,6,52,0.13,0,0,0.0
K-ON! Houkago Live!!,17,2010,6,8,0.25,0,0,0.0
Xena: Warrior Princess,13,1998,11,7,0.6,0,0,0.0
Bound By Flame,10,2014,4,82,0.19,982,2,29.45
Madden NFL 2004,7,0,1,7,5.23,57,1,51.25
Crushed Baseball,9,2004,1,455,0.04,243,1,0.0
Airline Tycoon 2,15,2011,8,206,0.05,515,1,31.25
Batman: Vengeance,20,2001,11,5,0.26,52,3,37.9
Ben 10 Alien Force: Vilgax Attacks,4,2009,9,58,0.42,692,1,0.0
World Series of Poker,14,2005,6,4,0.25,879,4,26.0
Happy Feet Two,4,0,9,19,0.1,278,1,0.0
Planescape: Torment,15,1998,4,117,0.03,521,3,50.1
Sega Superstars Tennis,1,2008,1,8,1.05,129,4,39.0
Brunswick Pro Bowling,1,2007,1,11,0.38,624,1,28.7
Laser Blast,16,1981,9,4,0.39,0,0,0.0
Chocobo no Fushigi Dungeon for WonderSwan,26,1999,4,25,0.18,0,0,0.0
Fossil Fighters (JP sales),4,2008,4,0,0.3,0,0,0.0
Portal Runner,7,2001,2,76,0.13,733,1,29.85
DoDonPachi Saidaioujou,5,2013,7,360,0.01,0,0,0.0
Wappy Dog,4,2011,8,4,0.28,847,1,0.0
Kid Fit Island Resort,1,2010,1,194,0.05,1425,1,0.0
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,4,2010,6,556,0.02,0,0,0.0
Football Manager 2012,15,2011,1,8,1.51,271,1,46.0
Dragon Quest Monsters Joker 3,11,2016,4,15,0.63,0,0,0.0
Littlest Pet Shop: Garden,4,2008,8,7,0.6,22,1,0.0
Dynasty Warriors 3,14,2002,9,28,0.08,188,3,39.45
Mind Quiz,17,2006,9,5,0.09,12,1,0.0
Stunt GP,7,2001,3,103,0.05,449,1,28.55
SAW,15,2009,9,14,0.02,742,2,30.5
Age of Empires: Mythologies,4,2008,12,28,0.21,243,4,42.45
Langrisser III,24,1996,12,261,0.2,0,0,0.0
Ultimate Ghosts 'n Goblins,17,2006,2,12,0.08,91,4,39.85
Portal 2,6,2011,7,55,1.7,77,4,51.7
Let's Cheer,5,2011,6,2,0.14,0,0,0.0
Sid Meier's Civilization IV,15,2005,12,2,0.16,246,4,51.15
Pinball Hall of Fame: The Williams Collection,17,2008,6,158,0.11,245,4,39.0
Just Dance Kids 2,5,2011,6,5,0.4,12,1,0.0
Gundam Breaker 2,6,2014,9,25,0.14,0,0,0.0
